Customer_ID,Subscription,Monthly_Fee,Spending_Category,Monthly_Spending,Cancel_Probability
CUSTS-4669,Hulu,7.21,Entertainment,422.81,0.78
CUSTS-6407,Amazon Prime,20.28,Education,61.55,0.02
CUSTS-3651,Apple Music,18.26,Education,316.82,0.68
CUSTS-6221,Disney+,10.86,Healthcare,337.92,0.49
CUSTS-8730,Spotify,7.04,Entertainment,103.17,0.62
CUSTS-2038,Adobe Creative Cloud,16.66,Travel,320.97,0.94
CUSTS-6581,Netflix,10.79,Shopping,240.77,0.99
CUSTS-7900,Apple Music,26.56,Entertainment,76.16,0.4
CUSTS-3987,Spotify,18.51,Entertainment,493.78,0.78
CUSTS-1734,Netflix,20.03,Shopping,178.96,0.22
CUSTS-7429,Hulu,25.23,Entertainment,474.7,0.47
CUSTS-8763,PlayStation Plus,13.92,Shopping,247.14,0.85
CUSTS-2041,Adobe Creative Cloud,20.6,Utilities,415.37,0.68
CUSTS-7757,Netflix,9.35,Utilities,252.63,0.25
CUSTS-6274,Hulu,20.1,Education,493.02,0.85
CUSTS-2432,Amazon Prime,9.56,Shopping,100.24,0.27
CUSTS-4425,Amazon Prime,23.39,Healthcare,171.65,0.3
CUSTS-1632,Apple Music,19.2,Education,213.15,0.32
CUSTS-3681,Spotify,25.94,Food,166.38,0.79
CUSTS-1170,Disney+,8.43,Shopping,395.84,0.74
CUSTS-9856,Disney+,10.0,Food,430.09,0.15
CUSTS-8536,Disney+,24.57,Utilities,405.93,0.24
CUSTS-6207,Apple Music,21.3,Shopping,484.21,0.71
CUSTS-7346,Spotify,14.37,Entertainment,368.61,0.19
CUSTS-3293,Netflix,27.8,Food,295.4,0.87
CUSTS-7819,Disney+,11.46,Travel,216.0,0.45
CUSTS-3108,Netflix,17.1,Healthcare,325.64,0.88
CUSTS-6360,Hulu,19.44,Education,215.76,0.59
CUSTS-1443,Adobe Creative Cloud,15.33,Utilities,230.35,0.93
CUSTS-4374,Apple Music,18.56,Entertainment,312.11,0.54
CUSTS-1917,Disney+,21.83,Education,365.35,0.97
CUSTS-3298,Amazon Prime,22.76,Food,124.17,0.63
CUSTS-3242,PlayStation Plus,29.82,Healthcare,71.6,0.85
CUSTS-2981,Amazon Prime,6.3,Healthcare,451.95,0.43
CUSTS-4653,Hulu,26.85,Travel,418.37,0.94
CUSTS-9552,Disney+,24.27,Travel,264.22,0.58
CUSTS-6606,Netflix,7.71,Utilities,371.19,0.47
CUSTS-6252,Adobe Creative Cloud,20.09,Shopping,497.13,0.7
CUSTS-8966,Netflix,7.66,Utilities,254.44,0.1
CUSTS-8552,Apple Music,10.3,Travel,99.15,0.61
CUSTS-7234,Netflix,16.63,Healthcare,250.12,0.8
CUSTS-5790,Adobe Creative Cloud,22.86,Shopping,434.84,0.23
CUSTS-2955,Netflix,11.15,Travel,437.93,0.34
CUSTS-3804,Adobe Creative Cloud,21.66,Healthcare,297.29,0.79
CUSTS-2244,Hulu,8.51,Travel,470.01,0.88
CUSTS-1772,PlayStation Plus,10.39,Entertainment,490.05,0.2
CUSTS-6796,PlayStation Plus,16.65,Education,386.24,0.22
CUSTS-9854,PlayStation Plus,5.66,Shopping,311.27,0.49
CUSTS-4687,Hulu,16.42,Education,51.66,0.24
CUSTS-1885,Disney+,20.12,Food,76.76,0.78
CUSTS-8348,Netflix,26.59,Food,392.58,0.06
CUSTS-9482,Amazon Prime,21.33,Entertainment,50.16,0.68
CUSTS-1250,Netflix,10.22,Healthcare,239.58,0.52
CUSTS-4296,Adobe Creative Cloud,23.48,Utilities,255.73,0.43
CUSTS-5540,PlayStation Plus,15.07,Travel,276.43,0.97
CUSTS-1711,Spotify,24.97,Utilities,253.71,0.79
CUSTS-5726,Disney+,26.97,Shopping,174.54,0.78
CUSTS-5621,Disney+,24.11,Food,138.67,0.44
CUSTS-6604,Hulu,23.97,Healthcare,266.86,0.45
CUSTS-2806,Amazon Prime,28.76,Food,168.87,0.65
CUSTS-1347,Netflix,20.04,Travel,257.68,0.27
CUSTS-7530,Apple Music,6.72,Shopping,180.89,0.86
CUSTS-5105,Spotify,8.03,Food,449.19,0.19
CUSTS-5540,Netflix,5.2,Shopping,128.54,0.98
CUSTS-6733,Spotify,23.87,Food,113.4,0.8
CUSTS-1705,Hulu,6.99,Food,146.32,0.87
CUSTS-3363,Amazon Prime,19.3,Education,284.57,0.71
CUSTS-8073,Adobe Creative Cloud,16.5,Healthcare,283.96,0.01
CUSTS-3078,Netflix,22.35,Food,228.51,0.91
CUSTS-5122,Spotify,19.27,Food,329.73,0.6
CUSTS-5301,Apple Music,22.45,Shopping,456.48,0.31
CUSTS-5145,Adobe Creative Cloud,29.08,Travel,239.54,0.07
CUSTS-6937,Apple Music,25.88,Healthcare,458.67,0.08
CUSTS-8549,Spotify,22.03,Entertainment,325.88,0.31
CUSTS-2198,Netflix,9.18,Healthcare,308.14,0.45
CUSTS-2775,Netflix,17.47,Healthcare,366.56,0.71
CUSTS-5745,Spotify,5.59,Healthcare,92.5,0.1
CUSTS-2838,Adobe Creative Cloud,28.17,Entertainment,249.93,0.79
CUSTS-9184,Adobe Creative Cloud,21.97,Food,467.67,0.39
CUSTS-1804,Adobe Creative Cloud,21.39,Healthcare,370.58,0.79
CUSTS-9270,PlayStation Plus,11.62,Entertainment,374.04,0.91
CUSTS-4059,Netflix,20.86,Healthcare,175.43,0.44
CUSTS-6712,Adobe Creative Cloud,7.44,Healthcare,389.14,0.12
CUSTS-1411,Apple Music,26.61,Education,280.37,0.69
CUSTS-3398,Adobe Creative Cloud,27.0,Utilities,339.7,0.4
CUSTS-2077,Spotify,18.96,Utilities,352.35,0.73
CUSTS-4347,Netflix,11.85,Travel,359.71,0.44
CUSTS-3357,Spotify,14.02,Food,499.36,0.48
CUSTS-6883,Netflix,9.49,Education,256.51,0.59
CUSTS-3182,Hulu,29.99,Food,174.79,0.09
CUSTS-8643,Hulu,10.48,Healthcare,94.73,0.86
CUSTS-9512,PlayStation Plus,14.16,Utilities,263.68,0.77
CUSTS-4381,Adobe Creative Cloud,14.5,Entertainment,175.36,0.2
CUSTS-4158,Amazon Prime,23.16,Shopping,458.89,0.1
CUSTS-7823,Netflix,18.75,Education,137.13,0.26
CUSTS-2618,Disney+,15.85,Healthcare,341.04,0.69
CUSTS-4654,Apple Music,15.32,Education,275.89,0.49
CUSTS-2842,Adobe Creative Cloud,10.45,Food,378.31,0.16
CUSTS-9744,Disney+,24.82,Entertainment,481.09,0.48
CUSTS-7280,Amazon Prime,19.4,Travel,399.94,0.76
CUSTS-4205,Amazon Prime,7.93,Healthcare,299.27,0.63
CUSTS-6026,Disney+,28.26,Travel,400.88,0.88
CUSTS-1219,Netflix,23.84,Utilities,137.32,0.44
CUSTS-2760,PlayStation Plus,9.97,Healthcare,165.0,0.83
CUSTS-5166,Netflix,7.39,Food,240.72,0.56
CUSTS-4941,Hulu,9.28,Shopping,158.85,0.78
CUSTS-4245,Disney+,28.28,Shopping,341.98,0.45
CUSTS-6927,Hulu,23.1,Utilities,170.51,0.63
CUSTS-9980,Amazon Prime,23.79,Travel,409.96,0.33
CUSTS-6852,Spotify,22.75,Food,197.44,0.56
CUSTS-8814,Hulu,6.32,Travel,345.8,0.35
CUSTS-7487,PlayStation Plus,16.96,Food,154.45,0.28
CUSTS-9197,Adobe Creative Cloud,26.14,Food,173.54,0.8
CUSTS-9186,Hulu,27.61,Entertainment,141.3,0.02
CUSTS-2098,Netflix,7.36,Travel,161.46,0.95
CUSTS-9036,Apple Music,16.49,Education,64.74,0.65
CUSTS-6883,Spotify,5.46,Utilities,100.64,0.22
CUSTS-2001,Disney+,10.35,Travel,496.34,0.93
CUSTS-4319,Hulu,18.66,Entertainment,477.23,0.15
CUSTS-6303,Disney+,26.6,Education,443.76,0.73
CUSTS-3466,PlayStation Plus,5.9,Travel,119.53,0.1
CUSTS-5585,Netflix,18.54,Entertainment,294.02,0.77
CUSTS-4577,PlayStation Plus,20.2,Education,90.06,0.4
CUSTS-6891,Disney+,19.65,Shopping,462.78,0.93
CUSTS-5210,Adobe Creative Cloud,21.25,Entertainment,257.55,0.37
CUSTS-4550,Disney+,10.72,Healthcare,441.79,0.13
CUSTS-3660,Disney+,25.25,Travel,471.74,0.77
CUSTS-8076,Apple Music,10.43,Education,229.85,0.01
CUSTS-1741,Adobe Creative Cloud,6.58,Shopping,490.76,0.58
CUSTS-8140,Amazon Prime,21.72,Entertainment,336.48,0.04
CUSTS-8930,Adobe Creative Cloud,7.39,Shopping,361.51,0.23
CUSTS-3257,Netflix,27.05,Education,68.74,0.64
CUSTS-4197,Netflix,21.91,Shopping,57.06,0.72
CUSTS-1870,Amazon Prime,22.11,Education,402.72,0.2
CUSTS-1797,PlayStation Plus,12.58,Education,90.39,0.39
CUSTS-7315,Hulu,10.92,Utilities,134.19,0.49
CUSTS-8910,Apple Music,8.56,Healthcare,71.4,0.76
CUSTS-6184,Spotify,17.66,Food,498.5,0.81
CUSTS-6977,Adobe Creative Cloud,21.81,Entertainment,423.62,0.71
CUSTS-9059,PlayStation Plus,18.36,Food,301.07,0.26
CUSTS-2575,Hulu,20.22,Healthcare,285.84,0.19
CUSTS-6751,Adobe Creative Cloud,13.3,Food,178.47,0.56
CUSTS-9338,Spotify,9.18,Food,257.42,0.55
CUSTS-1732,PlayStation Plus,11.7,Food,308.53,0.16
CUSTS-6163,PlayStation Plus,21.8,Shopping,194.19,0.55
CUSTS-7258,Adobe Creative Cloud,23.53,Utilities,394.07,0.82
CUSTS-2161,Amazon Prime,25.87,Shopping,452.4,0.95
CUSTS-7025,PlayStation Plus,15.09,Food,444.65,0.81
CUSTS-6977,Netflix,26.46,Entertainment,97.7,0.39
CUSTS-8198,Disney+,29.84,Shopping,380.28,0.74
CUSTS-4809,Spotify,25.25,Utilities,322.86,0.58
CUSTS-2119,Spotify,18.34,Food,491.77,0.02
CUSTS-6073,PlayStation Plus,25.06,Utilities,312.23,0.79
CUSTS-8284,Netflix,22.4,Travel,313.3,0.82
CUSTS-8463,Hulu,10.82,Healthcare,302.33,0.51
CUSTS-2654,PlayStation Plus,29.26,Utilities,342.86,0.64
CUSTS-2078,Hulu,26.11,Education,148.34,0.26
CUSTS-6409,Spotify,10.56,Shopping,357.72,0.36
CUSTS-1758,Adobe Creative Cloud,10.96,Healthcare,468.76,0.89
CUSTS-6103,Amazon Prime,22.44,Travel,415.19,0.7
CUSTS-5494,Hulu,11.1,Utilities,316.23,0.25
CUSTS-5016,PlayStation Plus,17.35,Education,380.37,0.34
CUSTS-7611,Apple Music,15.22,Food,222.13,0.44
CUSTS-7607,Spotify,20.29,Utilities,193.22,0.68
CUSTS-9698,Apple Music,22.48,Travel,366.16,0.52
CUSTS-3121,PlayStation Plus,15.54,Shopping,149.35,0.89
CUSTS-2904,Amazon Prime,23.05,Entertainment,454.48,0.71
CUSTS-7749,Spotify,8.85,Entertainment,90.01,0.5
CUSTS-4611,Amazon Prime,20.34,Food,194.33,0.57
CUSTS-9250,Disney+,6.03,Utilities,382.39,0.25
CUSTS-1947,Amazon Prime,14.1,Education,188.39,0.17
CUSTS-8157,Adobe Creative Cloud,7.1,Shopping,197.06,0.5
CUSTS-6593,Disney+,13.4,Food,235.88,0.07
CUSTS-8336,PlayStation Plus,21.39,Utilities,83.5,0.95
CUSTS-3874,Amazon Prime,27.08,Education,374.92,0.27
CUSTS-7579,Amazon Prime,11.09,Travel,332.18,0.2
CUSTS-5683,Hulu,8.79,Healthcare,348.07,0.79
CUSTS-8575,Adobe Creative Cloud,14.88,Food,245.07,0.06
CUSTS-8320,PlayStation Plus,7.12,Travel,269.05,0.33
CUSTS-3671,Amazon Prime,17.53,Shopping,464.8,0.19
CUSTS-8727,Spotify,12.77,Entertainment,106.5,0.55
CUSTS-8761,PlayStation Plus,25.36,Travel,124.87,0.35
CUSTS-8979,Amazon Prime,14.2,Travel,440.02,0.03
CUSTS-1456,PlayStation Plus,13.5,Utilities,328.33,0.39
CUSTS-7367,Adobe Creative Cloud,12.02,Food,261.02,0.17
CUSTS-4926,Hulu,5.05,Entertainment,274.38,0.39
CUSTS-8850,Disney+,12.96,Shopping,240.05,0.4
CUSTS-5083,Amazon Prime,9.16,Travel,89.92,0.18
CUSTS-3977,Netflix,11.72,Utilities,321.53,0.38
CUSTS-1011,Amazon Prime,12.64,Entertainment,144.42,0.4
CUSTS-4312,Amazon Prime,8.91,Food,298.57,0.97
CUSTS-6793,PlayStation Plus,19.19,Food,121.86,0.94
CUSTS-4668,Disney+,7.1,Education,177.93,0.54
CUSTS-6160,Hulu,18.32,Food,362.77,0.79
CUSTS-9230,Disney+,18.65,Education,222.75,0.69
CUSTS-5191,Adobe Creative Cloud,9.66,Education,202.96,0.82
CUSTS-8429,Netflix,7.42,Travel,216.95,0.53
CUSTS-7710,PlayStation Plus,23.78,Food,448.69,0.34
CUSTS-5962,Spotify,18.73,Entertainment,490.44,0.61
CUSTS-9141,Amazon Prime,18.0,Healthcare,285.08,0.69
CUSTS-4936,Netflix,7.79,Food,259.98,0.64
CUSTS-9131,Spotify,22.35,Food,304.31,0.28
CUSTS-9068,Amazon Prime,27.94,Utilities,416.66,0.31
CUSTS-8193,Adobe Creative Cloud,29.82,Travel,331.64,0.48
CUSTS-2538,Hulu,17.24,Education,143.32,0.02
CUSTS-4193,Hulu,9.69,Shopping,481.87,0.15
CUSTS-8237,Adobe Creative Cloud,24.85,Entertainment,171.43,0.18
CUSTS-7847,Hulu,10.29,Food,280.67,0.28
CUSTS-6582,Amazon Prime,27.91,Entertainment,468.62,0.97
CUSTS-6763,Netflix,13.28,Utilities,221.09,0.34
CUSTS-7625,Spotify,22.42,Education,205.56,0.43
CUSTS-5771,Amazon Prime,10.14,Shopping,301.69,0.26
CUSTS-1176,Amazon Prime,14.85,Healthcare,120.61,0.57
CUSTS-7025,Disney+,19.16,Entertainment,443.87,0.35
CUSTS-6996,Hulu,7.36,Healthcare,445.18,0.16
CUSTS-6219,Apple Music,10.13,Shopping,171.65,0.23
CUSTS-2636,Apple Music,26.06,Food,54.84,0.94
CUSTS-1120,Amazon Prime,13.08,Entertainment,329.93,0.2
CUSTS-2897,Amazon Prime,29.81,Education,483.58,0.59
CUSTS-3526,Disney+,23.0,Shopping,76.81,0.83
CUSTS-1285,Netflix,13.08,Utilities,118.79,0.16
CUSTS-4755,Adobe Creative Cloud,13.66,Utilities,474.25,0.59
CUSTS-4505,Amazon Prime,8.71,Travel,87.5,0.85
CUSTS-5368,Amazon Prime,9.07,Healthcare,433.51,0.51
CUSTS-2987,PlayStation Plus,19.4,Travel,186.93,0.12
CUSTS-8857,Adobe Creative Cloud,5.51,Shopping,230.07,0.13
CUSTS-7186,Apple Music,5.34,Entertainment,226.03,0.59
CUSTS-1262,Disney+,25.36,Entertainment,480.32,0.24
CUSTS-7821,Apple Music,5.66,Shopping,394.63,0.06
CUSTS-9650,Apple Music,21.54,Food,141.15,0.24
CUSTS-9669,Hulu,16.97,Entertainment,108.12,0.81
CUSTS-8326,Apple Music,6.84,Shopping,130.13,0.7
CUSTS-1114,Adobe Creative Cloud,21.57,Travel,457.73,0.84
CUSTS-8984,PlayStation Plus,27.35,Shopping,456.59,0.13
CUSTS-1388,Disney+,28.38,Healthcare,194.16,0.66
CUSTS-8062,PlayStation Plus,16.83,Education,74.81,0.63
CUSTS-8369,Disney+,29.22,Travel,391.76,0.76
CUSTS-4428,PlayStation Plus,19.14,Healthcare,78.78,0.88
CUSTS-6389,Disney+,6.36,Shopping,344.46,0.41
CUSTS-4189,PlayStation Plus,19.98,Shopping,435.61,0.6
CUSTS-6451,PlayStation Plus,29.29,Travel,90.5,0.86
CUSTS-9055,Spotify,29.82,Healthcare,167.74,0.15
CUSTS-3503,Hulu,5.1,Food,281.03,0.19
CUSTS-7941,Adobe Creative Cloud,24.35,Entertainment,90.46,0.18
CUSTS-6898,PlayStation Plus,21.82,Education,399.19,0.06
CUSTS-7673,Adobe Creative Cloud,14.34,Travel,64.67,0.94
CUSTS-9658,Adobe Creative Cloud,26.19,Healthcare,433.8,0.17
CUSTS-6252,Spotify,14.71,Education,357.02,0.22
CUSTS-5094,Amazon Prime,21.97,Utilities,469.39,0.9
CUSTS-3674,PlayStation Plus,20.73,Travel,388.78,0.27
CUSTS-4014,Apple Music,20.0,Food,77.31,0.71
CUSTS-7545,Hulu,16.37,Travel,230.03,0.49
CUSTS-6963,Hulu,9.93,Entertainment,144.1,0.27
CUSTS-2623,PlayStation Plus,17.89,Healthcare,269.37,0.49
CUSTS-4589,Disney+,20.06,Travel,69.72,0.49
CUSTS-2940,Spotify,21.42,Entertainment,493.06,0.51
CUSTS-3211,Apple Music,23.64,Shopping,430.86,0.05
CUSTS-2071,Adobe Creative Cloud,27.81,Education,267.33,0.02
CUSTS-2636,Netflix,24.75,Shopping,352.79,0.46
CUSTS-3506,Amazon Prime,10.83,Food,199.78,0.25
CUSTS-6616,Adobe Creative Cloud,24.95,Food,491.67,0.12
CUSTS-7374,Hulu,19.65,Travel,389.06,0.42
CUSTS-2104,Netflix,19.23,Shopping,495.93,0.77
CUSTS-5497,Adobe Creative Cloud,26.14,Healthcare,411.84,0.42
CUSTS-4082,Adobe Creative Cloud,24.35,Food,341.59,0.31
CUSTS-3654,Netflix,29.79,Travel,91.42,0.99
CUSTS-8031,Netflix,15.86,Shopping,223.22,0.75
CUSTS-4351,Amazon Prime,10.86,Utilities,488.96,0.52
CUSTS-7903,PlayStation Plus,16.88,Utilities,373.87,0.07
CUSTS-1358,Apple Music,27.31,Healthcare,413.91,0.81
CUSTS-7924,Disney+,15.18,Healthcare,492.25,0.82
CUSTS-4860,PlayStation Plus,6.68,Education,497.59,0.93
CUSTS-8692,Apple Music,29.84,Utilities,352.84,0.98
CUSTS-5292,Apple Music,20.8,Utilities,144.74,0.0
CUSTS-2201,Apple Music,21.0,Healthcare,186.56,0.82
CUSTS-6055,Adobe Creative Cloud,8.98,Education,237.19,0.52
CUSTS-1317,PlayStation Plus,24.59,Food,291.36,0.32
CUSTS-9826,Amazon Prime,5.69,Food,407.4,0.56
CUSTS-2103,Amazon Prime,27.3,Food,119.92,0.54
CUSTS-7840,Apple Music,12.6,Travel,136.24,0.34
CUSTS-5718,Apple Music,11.18,Utilities,443.53,0.12
CUSTS-6342,Amazon Prime,7.25,Education,250.08,0.84
CUSTS-1162,Apple Music,8.56,Shopping,381.27,0.3
CUSTS-4132,Apple Music,15.22,Healthcare,398.3,0.16
CUSTS-3791,Spotify,19.62,Travel,352.87,0.14
CUSTS-8279,PlayStation Plus,22.99,Travel,490.04,0.2
CUSTS-2327,Amazon Prime,10.26,Utilities,254.78,0.04
CUSTS-2539,Hulu,22.85,Healthcare,125.76,0.5
CUSTS-6337,Netflix,29.78,Food,457.74,0.81
CUSTS-9604,Netflix,6.95,Entertainment,119.45,0.54
CUSTS-4640,Amazon Prime,21.53,Entertainment,235.71,0.0
CUSTS-2156,PlayStation Plus,29.5,Utilities,328.17,0.11
CUSTS-2660,Netflix,26.11,Healthcare,165.69,0.64
CUSTS-5555,PlayStation Plus,5.96,Education,252.88,0.71
CUSTS-1636,Adobe Creative Cloud,16.47,Shopping,102.68,0.65
CUSTS-5812,Apple Music,14.75,Education,84.58,0.01
CUSTS-3304,Apple Music,10.98,Shopping,105.88,0.65
CUSTS-5338,Spotify,23.68,Entertainment,493.39,0.28
CUSTS-3504,Amazon Prime,17.08,Entertainment,313.76,0.19
CUSTS-6754,Adobe Creative Cloud,10.42,Food,351.55,0.97
CUSTS-1438,Amazon Prime,23.13,Shopping,210.08,0.69
CUSTS-6787,PlayStation Plus,8.92,Utilities,269.59,0.52
CUSTS-7745,Hulu,22.86,Healthcare,119.27,0.69
CUSTS-6184,PlayStation Plus,29.73,Entertainment,91.18,0.97
CUSTS-3279,Amazon Prime,13.57,Travel,409.02,0.54
CUSTS-3281,Apple Music,10.4,Healthcare,143.03,0.2
CUSTS-9846,Adobe Creative Cloud,29.88,Healthcare,240.9,0.81
CUSTS-5599,Adobe Creative Cloud,17.68,Travel,106.85,0.24
CUSTS-6009,Disney+,21.29,Utilities,366.05,0.15
CUSTS-3673,Apple Music,14.67,Shopping,63.86,0.25
CUSTS-8065,Amazon Prime,15.53,Shopping,440.09,0.75
CUSTS-1120,Apple Music,8.75,Education,154.38,0.92
CUSTS-4417,Apple Music,13.04,Entertainment,55.38,0.78
CUSTS-4611,Adobe Creative Cloud,21.75,Education,383.34,0.64
CUSTS-5637,Spotify,9.29,Utilities,256.24,0.63
CUSTS-1273,Disney+,13.9,Travel,191.64,0.16
CUSTS-8030,Netflix,12.62,Food,214.23,0.85
CUSTS-9917,Hulu,7.36,Food,63.74,0.46
CUSTS-3807,PlayStation Plus,5.21,Entertainment,287.81,0.78
CUSTS-5037,Adobe Creative Cloud,10.32,Shopping,53.03,0.17
CUSTS-5555,Amazon Prime,27.39,Shopping,305.53,0.58
CUSTS-4231,Apple Music,13.49,Travel,203.79,0.98
CUSTS-3127,Netflix,25.99,Education,478.94,0.07
CUSTS-4210,Apple Music,9.95,Education,472.25,0.31
CUSTS-7825,PlayStation Plus,23.61,Shopping,377.72,0.11
CUSTS-1150,Disney+,14.16,Healthcare,82.3,0.24
CUSTS-4451,Hulu,5.86,Entertainment,145.76,0.99
CUSTS-9563,Netflix,12.39,Food,306.15,0.98
CUSTS-6456,PlayStation Plus,11.81,Entertainment,240.23,0.53
CUSTS-1085,Amazon Prime,5.9,Healthcare,180.08,0.55
CUSTS-9343,PlayStation Plus,11.95,Utilities,372.25,0.31
CUSTS-9581,Hulu,27.85,Entertainment,158.78,0.44
CUSTS-6614,Hulu,15.0,Travel,155.67,0.97
CUSTS-7448,Hulu,14.85,Travel,421.76,0.64
CUSTS-6668,Apple Music,15.82,Utilities,260.36,0.9
CUSTS-8531,Amazon Prime,29.31,Travel,444.29,0.79
CUSTS-4726,Adobe Creative Cloud,20.8,Healthcare,71.13,0.84
CUSTS-1032,Spotify,5.76,Education,128.03,0.87
CUSTS-8708,Adobe Creative Cloud,17.38,Food,330.84,0.73
CUSTS-1426,Spotify,17.74,Education,422.06,0.52
CUSTS-2196,PlayStation Plus,8.1,Entertainment,389.95,0.01
CUSTS-7370,Amazon Prime,23.17,Education,410.21,0.61
CUSTS-1200,Netflix,26.39,Food,253.65,0.43
CUSTS-7069,Apple Music,22.66,Travel,381.64,0.65
CUSTS-4713,Netflix,18.1,Food,261.5,0.78
CUSTS-5936,Spotify,28.66,Shopping,305.68,0.44
CUSTS-6514,PlayStation Plus,14.29,Utilities,244.97,0.72
CUSTS-3175,Netflix,16.01,Travel,110.82,0.68
CUSTS-3869,Spotify,15.04,Shopping,180.54,0.13
CUSTS-6522,Adobe Creative Cloud,19.35,Education,252.21,0.49
CUSTS-2227,Spotify,5.03,Food,89.12,0.29
CUSTS-2386,Netflix,20.91,Entertainment,270.47,0.71
CUSTS-3685,Apple Music,25.52,Education,160.35,0.46
CUSTS-4281,PlayStation Plus,11.95,Healthcare,420.76,0.66
CUSTS-8368,Netflix,21.88,Entertainment,196.25,0.74
CUSTS-5914,Spotify,23.91,Utilities,99.62,0.28
CUSTS-3397,Disney+,19.78,Entertainment,62.44,0.94
CUSTS-9456,Netflix,18.98,Entertainment,81.78,0.96
CUSTS-4254,PlayStation Plus,17.32,Education,342.84,0.28
CUSTS-5454,Amazon Prime,29.75,Shopping,413.89,0.73
CUSTS-9364,Disney+,28.19,Travel,238.39,0.88
CUSTS-2492,Hulu,6.11,Healthcare,213.98,0.87
CUSTS-8716,Amazon Prime,6.55,Entertainment,455.02,0.7
CUSTS-7526,PlayStation Plus,8.27,Travel,86.71,0.55
CUSTS-2221,Adobe Creative Cloud,28.8,Shopping,347.9,0.44
CUSTS-8255,Netflix,25.95,Entertainment,491.23,0.17
CUSTS-2989,PlayStation Plus,17.91,Shopping,334.45,0.2
CUSTS-4884,Disney+,7.65,Entertainment,223.77,0.84
CUSTS-5487,Amazon Prime,22.29,Utilities,159.39,0.13
CUSTS-8052,Amazon Prime,24.86,Healthcare,330.28,0.8
CUSTS-4304,Netflix,15.57,Utilities,130.26,0.24
CUSTS-7691,Netflix,13.25,Shopping,52.77,0.71
CUSTS-5143,PlayStation Plus,27.09,Healthcare,350.66,0.27
CUSTS-3917,Amazon Prime,11.27,Shopping,142.12,0.3
CUSTS-7831,Netflix,29.02,Entertainment,301.93,0.94
CUSTS-2595,Adobe Creative Cloud,28.37,Healthcare,407.55,0.39
CUSTS-2813,Disney+,12.09,Healthcare,492.89,0.1
CUSTS-2072,PlayStation Plus,21.45,Entertainment,259.53,0.79
CUSTS-4692,Amazon Prime,26.97,Healthcare,239.61,0.54
CUSTS-1764,Hulu,22.89,Healthcare,359.66,0.0
CUSTS-5563,PlayStation Plus,17.01,Shopping,459.16,0.89
CUSTS-2607,Apple Music,20.29,Education,334.92,0.93
CUSTS-1063,Spotify,15.84,Travel,499.23,0.87
CUSTS-7055,Adobe Creative Cloud,7.82,Education,353.29,0.22
CUSTS-6575,Netflix,9.34,Utilities,163.16,0.6
CUSTS-4644,Hulu,25.39,Shopping,90.71,0.5
CUSTS-2052,Disney+,14.74,Travel,136.54,0.32
CUSTS-2970,PlayStation Plus,14.58,Travel,449.53,0.61
CUSTS-8671,Spotify,13.68,Travel,248.34,0.84
CUSTS-3754,Hulu,15.18,Entertainment,216.09,0.12
CUSTS-2713,Spotify,12.66,Shopping,342.97,0.12
CUSTS-7367,Netflix,18.49,Utilities,229.57,0.95
CUSTS-1927,PlayStation Plus,5.7,Entertainment,377.41,0.97
CUSTS-9195,Apple Music,12.54,Healthcare,215.98,0.33
CUSTS-4860,Netflix,25.98,Shopping,387.37,0.23
CUSTS-2992,Adobe Creative Cloud,15.27,Food,385.69,0.64
CUSTS-7809,Amazon Prime,29.42,Entertainment,218.63,0.68
CUSTS-9597,Disney+,19.9,Travel,157.71,0.12
CUSTS-2654,Spotify,27.94,Healthcare,351.77,0.8
CUSTS-4494,Spotify,10.36,Shopping,197.77,0.63
CUSTS-8599,Amazon Prime,17.65,Healthcare,55.51,0.89
CUSTS-5113,PlayStation Plus,25.28,Travel,152.46,0.8
CUSTS-2384,Disney+,19.3,Food,487.07,0.66
CUSTS-2767,PlayStation Plus,8.72,Entertainment,122.26,0.57
CUSTS-9248,PlayStation Plus,12.5,Healthcare,64.76,0.85
CUSTS-1941,Amazon Prime,24.04,Travel,269.15,0.72
CUSTS-9026,Netflix,23.44,Healthcare,61.39,0.31
CUSTS-5137,Netflix,14.73,Healthcare,200.43,0.18
CUSTS-8500,Adobe Creative Cloud,25.57,Travel,264.47,0.66
CUSTS-1942,Disney+,25.32,Shopping,77.01,0.66
CUSTS-1150,Hulu,8.2,Healthcare,96.79,0.59
CUSTS-2729,Netflix,20.85,Education,430.23,0.55
CUSTS-2125,Hulu,14.09,Entertainment,256.38,0.69
CUSTS-8397,Adobe Creative Cloud,8.94,Education,281.16,0.33
CUSTS-1931,Hulu,26.39,Travel,293.4,0.97
CUSTS-3452,Apple Music,19.95,Education,294.48,0.88
CUSTS-7214,Hulu,8.52,Entertainment,217.51,0.6
CUSTS-1222,Hulu,6.67,Travel,210.63,0.7
CUSTS-2955,Disney+,18.86,Utilities,428.5,0.68
CUSTS-7017,PlayStation Plus,27.45,Education,277.14,0.05
CUSTS-1920,Adobe Creative Cloud,8.11,Travel,449.75,0.93
CUSTS-9162,Adobe Creative Cloud,28.59,Utilities,276.65,0.73
CUSTS-5597,Disney+,13.57,Travel,176.55,0.44
CUSTS-2212,Apple Music,20.92,Shopping,199.88,0.9
CUSTS-2075,Spotify,24.45,Utilities,185.68,0.1
CUSTS-8505,Disney+,10.13,Shopping,91.69,0.25
CUSTS-3997,Apple Music,15.27,Food,244.85,0.9
