business_id,market_trend_score,industry_growth_rate,competitor_count,customer_acquisition_cost,customer_retention_rate,advertising_budget,brand_reputation_score,social_media_engagement,sentiment_score
MKT-06982,3,0.53,324,118.88,75.25,867247.65,4.67,258147,4.78
MKT-06983,3,-3.5,55,339.17,84.02,637692.97,1.59,194541,4.17
MKT-06984,3,11.34,340,57.0,59.93,162258.28,3.29,193152,2.27
MKT-06985,2,14.25,423,382.19,55.11,1069896.12,1.61,217039,4.85
MKT-06986,6,-2.82,169,148.25,84.35,4902002.01,2.91,495195,4.42
MKT-06987,4,9.77,171,269.44,66.41,3785591.32,2.51,388705,1.59
MKT-06988,5,1.19,498,175.35,58.41,426258.43,1.91,530365,2.37
MKT-06989,9,7.84,268,254.61,67.13,1092661.29,2.86,207735,1.82
MKT-06990,5,6.89,451,417.76,87.51,761382.17,3.99,701380,4.04
MKT-06991,8,-2.57,229,370.22,92.26,359216.5,1.55,144713,4.13
MKT-06992,9,3.87,137,322.35,87.89,1982144.65,2.12,463910,1.84
MKT-06993,10,11.92,116,310.71,56.13,163683.91,1.28,683214,4.13
MKT-06994,9,8.81,82,385.9,64.04,2127166.88,3.46,880120,4.37
MKT-06995,8,-3.24,474,56.83,57.33,1826450.69,4.65,812976,1.36
MKT-06996,9,7.67,443,112.11,76.89,2051620.01,1.55,506483,2.2
MKT-06997,9,9.75,323,433.61,85.22,3807931.55,3.95,301177,3.95
MKT-06998,10,-0.96,148,71.08,78.41,1929561.63,2.99,798712,2.83
MKT-06999,1,6.43,154,239.52,80.28,1001354.35,4.11,714277,4.8
MKT-07000,10,11.36,64,327.01,82.66,4274454.2,1.07,244055,1.36
MKT-07001,6,-1.0,233,51.5,79.24,3590565.09,1.65,541681,4.64
MKT-07002,2,9.56,279,31.91,92.81,328424.2,1.98,66279,4.56
MKT-07003,1,3.34,53,133.84,84.3,891034.61,1.0,792206,4.92
MKT-07004,2,-0.35,245,476.51,74.72,4715186.11,2.82,301826,3.69
MKT-07005,5,-1.71,445,206.0,71.53,3200371.54,1.37,435811,1.09
MKT-07006,6,5.47,299,401.55,57.89,2562989.54,1.39,384394,3.23
MKT-07007,6,9.91,451,193.27,70.12,2585533.25,3.99,936955,4.25
MKT-07008,9,5.56,122,495.41,76.15,3035463.09,1.72,792359,4.25
MKT-07009,2,12.53,424,167.81,74.1,3796154.75,3.35,384890,3.6
MKT-07010,8,-3.65,14,45.19,80.94,3307356.97,1.03,647764,1.41
MKT-07011,1,12.05,399,198.84,66.99,159627.95,4.67,529356,2.92
MKT-07012,4,-2.48,75,445.88,78.87,4797802.48,4.4,739687,2.89
MKT-07013,2,11.23,470,68.73,55.34,1171966.86,1.04,458491,2.73
MKT-07014,4,14.11,347,139.22,94.46,757330.34,2.35,436016,3.25
MKT-07015,3,-3.74,374,290.39,90.53,1068935.31,4.16,103031,1.33
MKT-07016,7,-0.09,68,325.55,79.95,4324933.01,1.82,589288,2.27
MKT-07017,7,12.3,213,230.56,51.93,652942.37,4.63,278097,2.98
MKT-07018,5,3.82,421,301.01,72.12,3921383.61,4.61,134913,1.25
MKT-07019,7,11.71,81,448.09,89.68,3607136.39,2.43,221789,2.4
MKT-07020,4,-3.4,187,30.33,80.55,2849367.76,3.75,65589,2.95
MKT-07021,9,-0.1,357,350.17,53.3,990482.33,3.75,388414,2.1
MKT-07022,1,10.21,283,28.66,67.8,3700006.58,4.15,341082,2.34
MKT-07023,2,-3.15,58,407.91,93.44,1383835.61,3.04,715672,4.15
MKT-07024,4,2.68,162,19.88,52.71,121403.73,1.4,260774,3.26
MKT-07025,7,3.09,437,10.13,68.63,2565240.79,1.44,710686,4.58
MKT-07026,5,8.59,329,313.87,64.73,492581.3,4.31,834062,4.23
MKT-07027,5,-3.9,347,94.63,51.32,3393676.02,4.51,220391,3.67
MKT-07028,3,13.82,201,429.72,75.39,4802606.73,1.27,967949,4.45
MKT-07029,5,9.2,434,450.0,62.16,4227579.63,4.31,187621,3.38
MKT-07030,5,14.55,103,67.38,68.12,4219685.85,3.81,293403,4.58
MKT-07031,6,10.3,43,93.38,71.01,2726154.83,4.74,541682,3.04
MKT-07032,2,-1.14,209,78.83,58.47,4383376.91,4.55,225601,1.58
MKT-07033,8,4.86,162,98.39,69.09,4661994.44,3.13,175652,2.73
MKT-07034,2,-0.87,486,227.71,66.83,2545145.93,4.2,820504,4.69
MKT-07035,2,11.08,258,21.57,73.97,1111918.53,1.57,798295,3.11
MKT-07036,8,-1.25,319,138.55,56.28,4293131.32,3.22,101588,4.68
MKT-07037,1,1.5,314,258.02,51.33,4344373.14,1.15,45067,2.18
MKT-07038,4,-3.51,100,97.41,81.97,3095063.14,3.09,734522,1.05
MKT-07039,6,12.37,60,478.94,53.87,3852549.5,1.21,328495,4.05
MKT-07040,5,2.02,201,88.87,54.44,991117.75,1.85,722440,4.08
MKT-07041,4,-1.64,14,8.8,55.73,2599326.49,3.5,893825,3.81
MKT-07042,9,-3.39,333,260.29,71.77,4083297.84,4.6,47669,3.64
MKT-07043,3,11.21,190,194.98,64.14,2206858.33,4.88,481731,2.59
MKT-07044,7,4.94,325,446.52,54.38,521304.16,3.71,640287,1.3
MKT-07045,8,7.36,392,400.12,76.59,320626.86,4.24,168024,2.23
MKT-07046,6,-0.43,383,384.3,77.14,1983410.34,3.37,225656,2.42
MKT-07047,3,-4.54,191,369.51,54.7,3315916.82,2.28,273457,3.99
MKT-07048,9,-2.34,243,107.28,53.12,1097850.59,2.64,871833,2.16
MKT-07049,8,-0.52,109,494.93,58.04,4389125.25,3.54,743912,3.75
MKT-07050,9,3.49,126,208.48,78.78,3415850.99,4.7,160294,2.17
MKT-07051,8,2.7,478,20.38,52.69,3256988.9,3.74,607351,1.97
MKT-07052,4,14.47,462,233.34,84.42,3463037.29,4.14,511609,3.14
MKT-07053,9,14.5,332,303.94,87.95,570422.13,4.19,870434,3.15
MKT-07054,4,12.43,62,322.24,54.43,2391097.26,1.12,159799,3.67
MKT-07055,3,9.41,282,266.59,55.56,1753066.23,1.59,820144,1.2
MKT-07056,1,-3.9,231,185.31,84.37,2072025.31,1.12,722643,3.7
MKT-07057,9,3.24,248,195.78,61.34,1497846.88,3.54,155727,3.84
MKT-07058,1,-0.19,460,209.95,51.85,2306825.96,2.24,538244,4.24
MKT-07059,7,-2.56,272,197.75,78.01,3252330.52,4.92,490878,4.69
MKT-07060,7,1.63,404,290.37,76.37,808653.25,1.27,966921,2.2
MKT-07061,6,1.5,90,203.02,71.86,2355831.24,2.98,219833,1.24
MKT-07062,9,1.06,106,368.0,54.45,3432019.47,4.92,827448,3.12
MKT-07063,3,-4.29,183,53.39,84.0,1939315.25,3.3,724570,1.39
MKT-07064,9,9.39,84,265.15,59.4,168684.86,2.83,449219,4.58
MKT-07065,1,3.04,339,322.91,73.45,2137988.42,3.21,573964,2.17
MKT-07066,8,12.48,469,83.67,58.52,4336148.59,4.34,255380,1.15
MKT-07067,8,2.84,264,458.2,65.54,2334035.18,4.65,563518,1.61
MKT-07068,4,-4.52,137,133.03,88.11,4089281.48,4.4,601171,2.0
MKT-07069,7,0.44,310,161.96,61.5,160287.99,2.24,414066,3.46
MKT-07070,1,8.53,230,384.53,77.83,2875448.23,1.23,993438,2.43
MKT-07071,8,-1.78,78,319.0,50.35,1939396.36,2.55,393045,4.11
MKT-07072,6,-1.95,359,469.02,58.06,435965.75,3.6,76579,4.57
MKT-07073,3,14.17,289,467.54,73.67,1398607.55,1.73,617702,1.15
MKT-07074,9,12.89,200,476.33,70.76,2886102.56,4.24,752930,3.32
MKT-07075,9,8.67,299,320.73,83.64,1470050.37,4.17,222233,1.6
MKT-07076,1,1.3,33,413.69,58.69,1476723.39,3.04,418962,3.37
MKT-07077,9,7.13,44,20.81,61.16,771945.86,3.92,636659,3.97
MKT-07078,5,-4.1,197,478.6,53.96,4986373.46,4.27,923367,3.15
MKT-07079,5,2.49,444,9.33,93.18,2033527.42,1.9,509367,3.94
MKT-07080,10,0.09,52,38.72,60.0,712789.7,4.21,496085,3.2
MKT-07081,8,3.23,299,105.17,91.62,4281924.03,4.08,471193,3.52
MKT-07082,6,9.3,428,184.36,81.25,4460174.08,2.59,426614,1.48
MKT-07083,2,8.03,196,312.33,73.82,986759.28,2.47,92662,3.91
MKT-07084,10,-4.8,36,300.18,51.86,952509.52,4.17,347906,2.47
MKT-07085,10,6.72,16,348.29,81.35,2376173.54,2.9,640245,1.69
MKT-07086,5,-3.52,475,445.65,76.06,4300629.7,3.33,573708,1.39
MKT-07087,9,-2.0,56,422.09,91.61,4137817.33,1.33,52881,3.65
MKT-07088,6,8.73,426,200.01,91.82,4576374.24,3.1,430300,1.63
MKT-07089,3,13.26,324,142.33,90.24,2534943.68,2.53,585977,1.69
MKT-07090,10,4.09,373,325.05,57.48,1143560.08,1.48,597461,1.66
MKT-07091,10,12.48,495,166.93,51.82,682754.14,1.59,359995,4.76
MKT-07092,10,1.07,284,450.21,68.32,4704652.15,4.2,627354,1.0
MKT-07093,7,6.14,17,438.89,93.98,1058660.46,1.22,680773,2.88
MKT-07094,5,3.09,400,100.6,57.73,3975210.83,1.31,663330,4.08
MKT-07095,5,8.44,227,35.55,73.68,3872149.83,2.87,54929,2.66
MKT-07096,6,13.71,391,105.44,78.72,1500149.87,4.05,462267,4.67
MKT-07097,7,-2.92,152,71.83,74.15,3789492.83,2.51,487523,3.31
MKT-07098,4,6.17,425,378.16,63.16,2901506.43,2.98,332772,1.26
MKT-07099,3,0.44,109,493.52,65.4,4514889.7,2.04,20058,2.35
MKT-07100,1,9.51,108,424.41,56.33,4656172.99,2.52,695506,4.59
MKT-07101,10,13.18,252,310.87,57.18,1908883.64,1.19,999181,2.14
MKT-07102,3,1.82,34,435.09,88.88,1844628.09,3.71,344176,2.85
MKT-07103,8,4.2,33,453.53,84.65,4041109.21,2.39,541649,1.33
MKT-07104,4,-1.3,18,223.61,84.44,1562055.39,4.13,272931,3.92
MKT-07105,5,6.58,89,205.48,71.09,294435.47,2.22,268793,1.12
MKT-07106,8,4.92,24,50.99,71.02,2018632.64,2.53,626994,4.77
MKT-07107,8,12.24,316,483.43,87.91,1543198.27,1.02,242803,3.1
MKT-07108,4,12.31,466,293.32,91.2,3663110.34,3.58,222581,1.1
MKT-07109,7,1.4,394,84.68,60.04,3158179.5,3.77,730326,2.35
MKT-07110,1,1.62,338,129.58,82.89,2792105.96,1.7,663027,4.7
MKT-07111,8,3.13,412,497.01,71.23,4802578.89,1.1,471406,3.96
MKT-07112,2,-3.98,338,287.28,59.9,2199659.51,2.88,428642,1.09
MKT-07113,8,-4.26,64,125.63,69.89,2874350.28,4.86,896199,3.6
MKT-07114,8,1.22,410,245.78,64.05,624746.59,1.87,714821,4.6
MKT-07115,4,9.9,441,419.7,69.41,332680.86,4.85,781113,1.99
MKT-07116,6,3.17,130,33.33,58.85,4553685.58,1.52,783385,1.45
MKT-07117,9,7.5,425,22.4,82.79,2667637.58,3.35,518312,1.38
MKT-07118,8,-4.33,487,148.15,83.89,1843822.84,4.58,476901,3.03
MKT-07119,9,-1.9,354,6.97,94.98,4409065.72,1.1,897866,2.71
MKT-07120,1,-0.72,222,145.95,89.4,265300.91,3.51,750638,3.95
MKT-07121,8,1.65,23,279.6,55.18,671236.22,3.16,392426,3.83
MKT-07122,6,7.57,218,37.05,89.02,1084009.96,1.24,815862,1.92
MKT-07123,4,5.27,144,410.39,51.82,3680473.38,2.55,108576,1.4
MKT-07124,4,1.79,292,151.65,77.36,1779229.12,3.26,822604,2.95
MKT-07125,7,-4.19,214,462.18,85.78,4432796.08,1.75,78309,1.29
MKT-07126,6,11.46,45,236.89,89.26,2023200.29,2.02,227980,3.34
MKT-07127,9,6.46,401,356.8,83.23,322136.25,4.45,807244,2.15
MKT-07128,10,10.66,25,281.02,86.16,4428635.07,3.0,887883,4.99
MKT-07129,3,13.87,264,446.79,84.44,3130323.81,2.55,471046,2.51
MKT-07130,2,3.0,378,14.61,76.2,1206153.92,3.07,556919,1.99
MKT-07131,6,6.51,254,79.5,93.09,1773231.19,2.48,242012,3.57
MKT-07132,4,-0.59,489,299.51,69.83,702134.4,3.73,600979,2.55
MKT-07133,9,-4.66,459,68.15,64.28,2531186.76,3.68,130149,3.8
MKT-07134,6,0.29,364,205.98,64.89,2588020.4,4.06,913991,2.74
MKT-07135,10,6.65,148,348.47,67.44,2196017.32,1.91,189885,3.12
MKT-07136,4,-2.23,335,338.68,85.13,4696830.03,3.54,55905,3.35
MKT-07137,7,-0.7,116,88.73,78.83,518192.91,3.02,610239,3.04
MKT-07138,3,-0.71,285,51.68,79.68,4532569.78,3.46,742100,4.41
MKT-07139,4,12.91,282,239.67,59.49,4954451.91,3.03,554323,2.89
MKT-07140,3,-4.29,433,310.83,72.43,490794.84,4.22,529684,2.19
MKT-07141,1,2.79,347,389.65,90.08,616117.56,4.12,380350,2.33
MKT-07142,8,9.79,136,218.74,90.27,4588950.71,2.92,655317,4.32
MKT-07143,8,1.04,245,136.15,54.3,4355465.42,1.43,243789,3.93
MKT-07144,1,5.17,333,68.78,51.86,1088200.19,3.68,877127,1.9
MKT-07145,6,10.09,293,76.6,51.46,653578.59,4.02,356272,2.75
MKT-07146,7,3.57,449,303.52,64.89,271925.63,2.36,935516,2.47
MKT-07147,8,-0.28,165,299.13,61.16,4865215.89,3.03,489732,4.69
MKT-07148,7,2.66,170,86.64,83.5,575994.6,2.42,429206,1.49
MKT-07149,6,5.19,77,365.36,86.68,1716464.88,1.11,400559,3.32
MKT-07150,9,-4.65,189,469.64,81.33,3958790.91,4.32,892561,4.59
MKT-07151,8,-3.3,425,121.1,73.27,4566077.84,1.26,578439,3.71
MKT-07152,1,7.47,8,27.64,51.49,3128567.87,3.49,254535,2.78
MKT-07153,1,-3.48,497,410.02,62.74,363509.68,3.25,213113,3.43
MKT-07154,2,3.17,95,270.14,86.38,191632.27,4.58,614918,2.75
MKT-07155,8,12.63,437,313.23,59.19,3271360.49,4.58,148456,4.23
MKT-07156,2,-4.78,93,97.33,60.91,3630754.98,2.39,843557,1.7
MKT-07157,1,5.5,411,310.41,92.5,295168.21,2.42,24186,3.1
MKT-07158,4,4.02,279,178.37,64.14,232285.74,1.34,671433,3.62
MKT-07159,6,7.15,444,76.31,93.67,2690105.99,3.59,546058,1.11
MKT-07160,7,8.3,436,490.89,62.46,2723043.84,2.69,400914,3.26
MKT-07161,7,2.94,21,99.27,51.17,2262632.83,2.99,137940,3.38
MKT-07162,3,3.74,135,455.47,52.67,4916521.32,2.46,216205,4.2
MKT-07163,4,1.22,100,81.58,83.53,3742124.04,2.52,348527,2.05
MKT-07164,5,-0.86,60,192.79,69.65,4777659.64,3.27,522849,4.96
MKT-07165,7,7.82,277,147.46,65.9,4209916.74,2.0,51771,3.03
MKT-07166,1,-4.1,83,236.7,54.4,3871629.18,1.14,517087,4.48
MKT-07167,8,10.79,348,272.45,93.4,546331.07,1.51,707832,1.35
MKT-07168,4,2.74,235,285.41,66.55,3585551.81,3.98,64985,2.53
MKT-07169,10,13.76,230,421.89,83.09,3089061.94,1.64,338762,1.22
MKT-07170,9,0.95,474,141.07,62.08,6375.33,4.41,281061,3.06
MKT-07171,2,1.34,417,435.54,86.44,4325099.02,1.32,641052,1.73
MKT-07172,7,5.37,339,58.71,84.95,4795881.15,2.83,817210,3.18
MKT-07173,4,0.34,5,112.74,71.4,1019730.17,3.23,301413,2.49
MKT-07174,7,4.83,272,474.19,50.3,3879758.15,2.44,109698,1.42
MKT-07175,10,5.57,39,492.9,93.17,4769142.32,4.97,403765,3.8
MKT-07176,4,11.56,68,164.12,56.38,2240245.17,2.23,933375,1.81
MKT-07177,4,-1.92,434,45.14,50.32,1719774.2,1.6,611098,2.63
MKT-07178,5,-2.19,241,235.6,69.23,2172624.75,3.49,217217,1.75
MKT-07179,1,2.18,326,233.42,85.3,4219615.84,2.16,142203,3.06
MKT-07180,6,9.11,90,406.64,68.6,800734.86,2.62,246956,1.71
MKT-07181,5,7.07,101,299.96,61.95,2613123.98,4.02,171878,1.82
MKT-07182,7,4.32,374,73.01,58.12,4648800.43,2.37,498356,4.7
MKT-07183,10,3.81,209,285.09,68.68,3932681.94,2.05,885515,2.42
MKT-07184,7,1.53,424,278.55,81.11,3387894.02,4.06,158263,4.9
MKT-07185,3,4.28,9,189.35,94.28,3475280.34,4.67,386713,4.79
MKT-07186,4,-3.54,300,176.27,93.54,4853247.52,4.0,873329,2.75
MKT-07187,8,10.16,292,253.78,83.91,4522036.33,1.77,454604,1.96
MKT-07188,9,-1.91,277,346.01,66.26,3083834.31,1.22,316843,4.04
MKT-07189,5,-2.44,295,200.8,87.33,4273684.09,2.28,887132,1.74
MKT-07190,2,14.23,461,220.88,50.04,2518139.39,3.82,965094,4.89
MKT-07191,8,3.06,478,255.28,79.17,4129648.88,2.08,772752,4.65
MKT-07192,9,-2.91,271,466.28,67.17,3679120.47,1.55,823627,3.32
MKT-07193,4,-2.87,300,309.82,80.74,3737626.32,1.7,491898,1.87
MKT-07194,10,10.1,488,290.91,69.06,1633600.03,2.22,768468,3.66
MKT-07195,6,2.15,125,242.96,58.85,3549488.29,3.48,25599,4.77
MKT-07196,1,5.84,258,425.52,66.97,30740.01,1.37,950375,1.76
MKT-07197,10,0.66,8,130.56,87.9,310751.71,1.17,364211,1.03
MKT-07198,8,3.64,345,464.43,57.23,3537565.85,4.38,748347,3.11
MKT-07199,6,-2.76,98,68.55,54.0,991580.76,3.42,731038,1.69
MKT-07200,5,9.82,434,486.44,84.6,211550.55,3.57,621691,2.55
MKT-07201,2,0.17,231,103.61,62.16,1694725.1,2.81,778533,2.47
MKT-07202,6,9.67,427,397.14,67.92,3542296.47,3.21,163698,4.89
MKT-07203,5,9.3,436,71.39,82.61,3486532.23,4.44,699949,3.05
MKT-07204,1,11.13,446,231.77,64.76,669719.55,3.43,68554,4.59
MKT-07205,6,5.8,354,492.08,80.61,2603059.93,4.23,198637,1.9
MKT-07206,5,3.56,290,330.93,54.79,1616790.41,1.63,858659,3.02
MKT-07207,4,2.39,238,96.4,73.13,3625748.79,3.57,720232,4.18
MKT-07208,2,4.21,426,122.07,69.95,887176.57,4.08,129443,3.91
MKT-07209,1,13.37,472,339.03,80.37,2655703.01,1.96,545745,4.11
MKT-07210,2,13.02,151,245.27,84.39,295643.05,2.01,500737,2.0
MKT-07211,9,5.8,480,244.1,79.21,67830.4,1.87,447485,2.89
MKT-07212,7,7.09,304,173.12,78.85,3614998.53,3.87,471612,3.7
MKT-07213,10,10.03,237,294.55,60.96,566512.33,3.98,3301,4.13
MKT-07214,7,14.8,323,490.43,64.19,2521091.95,3.72,875627,2.26
MKT-07215,2,-3.98,248,280.67,77.33,3663215.84,4.6,190006,3.47
MKT-07216,6,11.32,54,263.56,57.35,3196017.08,2.91,678876,2.8
MKT-07217,3,7.81,77,77.14,59.46,4185037.22,1.63,171216,2.27
MKT-07218,1,14.15,41,398.34,73.51,1989578.49,2.14,629526,4.21
MKT-07219,1,14.28,312,257.22,78.2,4022859.68,2.11,79461,3.45
MKT-07220,7,-1.93,149,196.31,79.2,1131423.65,2.37,567264,1.03
MKT-07221,5,-1.26,433,289.02,93.73,4504716.8,2.0,635449,4.45
MKT-07222,9,-0.32,353,129.05,86.44,4993444.75,3.02,158421,3.38
MKT-07223,2,0.1,167,325.38,85.11,2865737.02,1.43,669886,3.0
MKT-07224,8,2.86,97,264.42,59.51,4422522.77,2.85,425013,4.85
MKT-07225,3,-1.61,105,337.39,69.95,4110445.17,1.87,545062,2.38
MKT-07226,5,-1.22,81,451.45,72.67,4528423.44,4.6,484350,2.74
MKT-07227,7,9.61,12,427.66,85.96,223262.58,3.33,753168,2.7
MKT-07228,4,3.7,49,404.9,58.61,855416.04,3.07,148143,2.7
MKT-07229,8,7.36,488,42.17,79.98,4106702.69,4.89,514412,3.06
MKT-07230,10,0.15,314,358.56,51.1,4711749.59,4.66,324662,2.07
MKT-07231,9,-4.34,29,285.9,90.28,4381449.48,2.14,602383,1.85
MKT-07232,8,6.33,396,350.3,82.78,4474638.42,4.95,75067,3.67
MKT-07233,4,14.3,367,231.44,67.07,3291198.46,1.41,683658,2.44
MKT-07234,1,4.52,80,370.7,51.35,940008.58,2.16,279312,4.65
MKT-07235,5,0.77,165,299.76,56.45,743760.79,2.37,656923,3.28
MKT-07236,8,-0.96,69,69.45,75.91,2606090.35,2.41,707336,4.58
MKT-07237,5,12.45,172,398.98,51.79,4608643.68,1.72,542534,1.84
MKT-07238,7,9.52,349,334.16,79.13,1641087.63,1.34,450687,4.37
MKT-07239,6,5.01,127,6.31,60.18,143770.24,4.38,986033,1.89
MKT-07240,3,4.24,15,438.46,70.46,3656450.66,4.05,108702,2.68
MKT-07241,3,6.07,451,460.36,64.92,3244406.4,4.35,716559,2.26
MKT-07242,7,14.62,346,493.75,54.44,4792124.08,4.41,32564,2.12
MKT-07243,3,5.45,111,409.21,88.52,3392555.27,3.84,725146,3.23
MKT-07244,8,11.42,384,84.78,54.84,2270901.25,4.25,712598,1.51
MKT-07245,4,0.49,47,499.06,55.89,1418682.02,4.87,516993,4.41
MKT-07246,9,1.53,232,310.97,80.06,1893812.54,1.81,788513,4.8
MKT-07247,8,-0.84,255,438.54,57.57,1413117.3,1.02,604991,2.84
MKT-07248,7,5.47,151,391.85,62.51,4039325.8,1.97,299583,1.95
MKT-07249,2,11.88,472,405.07,69.43,2315645.85,4.32,816163,4.61
MKT-07250,4,9.24,152,92.74,50.32,2617225.47,2.88,426277,2.28
MKT-07251,1,5.51,270,210.23,52.99,1083579.1,1.12,564369,4.41
MKT-07252,9,10.05,333,409.73,84.74,2579718.89,4.54,667077,3.02
MKT-07253,3,-2.13,417,330.81,67.09,4789616.45,4.67,706754,4.51
MKT-07254,3,1.78,483,349.8,80.43,1418214.63,3.72,784020,3.21
MKT-07255,10,-1.73,32,276.46,67.18,4830662.63,3.85,91918,2.76
MKT-07256,4,-3.84,431,348.37,50.24,3073020.2,2.67,376258,2.64
MKT-07257,5,11.97,216,191.94,63.94,2368993.62,3.86,406441,4.21
MKT-07258,7,3.47,380,492.88,53.31,1922874.37,2.0,7821,2.12
MKT-07259,1,14.17,237,27.47,73.33,1649507.55,4.5,659683,3.92
MKT-07260,2,-4.7,464,97.13,83.94,3101605.64,3.02,793031,4.74
MKT-07261,9,10.25,422,189.64,66.4,1833255.19,2.8,945427,2.23
MKT-07262,8,6.65,48,202.06,57.52,450465.78,3.69,168139,4.26
MKT-07263,6,13.15,166,111.76,54.23,3751552.49,2.28,995556,1.42
MKT-07264,5,-3.33,428,51.36,83.5,525907.95,3.84,762524,2.16
MKT-07265,7,-2.51,226,348.37,65.62,3780142.29,3.35,775683,1.4
MKT-07266,3,14.19,496,319.48,78.51,2572374.08,3.11,2906,2.55
MKT-07267,1,4.43,53,439.67,69.99,2226818.1,4.32,166675,4.05
MKT-07268,4,-2.32,300,176.13,85.79,3583749.94,4.14,115227,2.29
MKT-07269,2,-3.39,481,473.03,54.33,1452837.95,4.68,303761,2.42
MKT-07270,5,6.61,76,82.5,71.11,1693917.82,1.86,827207,4.83
MKT-07271,5,-3.45,339,318.06,58.84,1334748.97,2.57,723903,3.09
MKT-07272,10,0.34,445,347.01,90.6,3839143.6,4.94,840058,4.99
MKT-07273,5,0.79,168,58.01,81.6,4726139.09,2.24,849083,4.96
MKT-07274,1,-4.19,205,203.5,82.13,2840812.01,4.61,923643,2.89
MKT-07275,2,0.45,266,438.44,67.42,2786229.08,2.55,106022,2.18
MKT-07276,3,12.03,490,235.79,68.93,48578.34,1.41,190523,2.96
MKT-07277,7,10.27,316,461.26,61.39,3502927.64,3.08,615648,3.13
MKT-07278,4,14.07,314,482.64,64.87,4143334.25,4.53,371251,2.78
MKT-07279,5,3.26,444,382.48,60.9,1032651.7,1.44,280767,4.54
MKT-07280,4,14.83,207,463.68,73.41,2823759.59,3.93,473367,1.22
MKT-07281,9,0.68,390,157.84,93.39,2717474.91,4.62,798370,1.62
MKT-07282,7,2.07,128,69.01,64.18,288309.63,4.34,314633,4.19
MKT-07283,4,10.65,142,329.04,77.84,1493910.1,2.65,517697,3.04
MKT-07284,10,11.81,330,408.78,64.82,1609921.77,4.94,727079,4.03
MKT-07285,2,12.26,224,110.13,71.55,4882968.62,1.11,410778,4.73
MKT-07286,7,-1.65,431,190.68,52.5,2473074.84,1.38,152176,1.79
MKT-07287,7,3.15,365,373.19,74.53,492369.56,4.97,463137,3.21
MKT-07288,5,12.6,177,97.7,68.05,1085455.61,2.56,820339,2.02
MKT-07289,1,0.95,210,186.59,89.61,1274304.05,4.86,913403,1.8
MKT-07290,2,-2.76,118,419.27,51.7,3214350.64,3.14,194126,3.62
MKT-07291,4,1.04,386,306.08,89.5,497756.25,3.13,544643,2.52
MKT-07292,6,6.44,8,346.45,94.5,3530039.53,3.22,849043,1.43
MKT-07293,10,8.48,200,209.87,81.62,915299.34,3.6,774628,3.41
MKT-07294,1,4.82,284,208.08,83.15,3047951.55,3.39,622089,3.6
MKT-07295,3,-0.8,297,169.3,66.2,843556.92,3.93,383851,4.35
MKT-07296,2,7.8,384,472.51,90.15,2861826.38,3.7,811725,3.62
MKT-07297,9,4.65,229,20.2,54.46,2755846.48,2.52,908044,1.31
MKT-07298,6,11.89,420,434.08,85.03,1466876.84,3.7,878251,2.63
MKT-07299,4,6.82,135,14.73,83.9,2290062.24,1.85,742588,2.48
MKT-07300,2,0.41,427,329.2,72.13,808203.55,4.09,475995,1.48
MKT-07301,8,6.51,332,361.32,73.47,762425.93,4.43,169255,2.2
MKT-07302,7,7.87,353,169.8,90.66,388948.95,4.41,417242,3.78
MKT-07303,6,3.75,409,408.84,81.39,1310517.73,1.5,200641,2.8
MKT-07304,4,6.2,340,13.21,52.94,2886888.8,4.09,160475,2.35
MKT-07305,2,12.98,378,274.33,67.56,1109640.12,4.47,601463,1.17
MKT-07306,6,7.14,47,249.26,89.34,1198080.96,1.78,96772,1.71
MKT-07307,7,1.19,177,491.22,62.06,2006463.21,4.53,11682,4.67
MKT-07308,6,1.01,226,278.51,81.48,3084168.17,4.72,84815,3.12
MKT-07309,4,0.98,123,184.57,89.9,3788953.7,3.97,811831,3.26
MKT-07310,8,13.51,28,163.65,52.67,4218783.3,4.55,20611,3.39
MKT-07311,8,14.06,242,184.15,78.22,2437809.16,2.64,817493,4.0
MKT-07312,8,-4.31,479,378.97,87.24,2581279.99,4.9,389952,3.82
MKT-07313,7,6.29,23,420.51,56.55,847980.69,1.55,979717,3.59
MKT-07314,10,9.03,470,463.81,51.16,594130.21,4.01,276529,2.21
MKT-07315,6,0.79,355,158.42,80.78,4729036.99,3.32,316422,3.62
MKT-07316,10,11.57,259,442.49,59.85,3446265.54,2.15,234254,4.9
MKT-07317,3,-3.8,443,177.29,65.02,8230.63,4.88,428233,2.41
MKT-07318,5,8.95,461,381.97,77.1,3247815.94,4.75,600628,1.24
MKT-07319,4,5.23,133,498.61,54.21,4964164.88,3.89,909055,1.77
MKT-07320,5,14.42,13,143.78,61.93,3134127.85,3.24,291889,2.99
MKT-07321,9,0.73,352,336.46,82.67,4669684.11,3.08,711514,3.15
MKT-07322,8,-3.35,31,24.42,90.51,963130.68,1.24,34308,2.54
MKT-07323,6,12.62,307,6.76,58.38,2311183.32,2.81,82372,2.85
MKT-07324,7,13.28,94,306.9,63.81,3900802.07,3.29,19334,2.32
MKT-07325,8,14.68,132,287.92,86.33,4081943.74,3.5,453221,4.63
MKT-07326,1,6.1,372,182.71,90.83,4095190.13,4.32,312044,2.88
MKT-07327,9,12.42,425,189.07,70.06,3573682.49,2.11,465701,2.04
MKT-07328,6,5.45,9,476.95,64.05,1479116.96,2.01,150741,4.25
