Customer_ID,Net_Worth,Annual_Income,Risk_Appetite,Primary_Investment,Secondary_Investment,Savings_Percentage,Debt_to_Income_Ratio,Retirement_Fund,Preferred_Advisor
CUSTW-07965,1556451.62,43215.11,Moderate,Bonds,Cryptocurrency,46.89,0.22,178472.74,Human Financial Advisor
CUSTW-07966,4951033.76,123863.38,Moderate,Gold,Cryptocurrency,15.73,0.31,587660.35,Human Financial Advisor
CUSTW-07967,1297116.96,379698.6,Low,Cryptocurrency,Real Estate,38.48,0.04,327544.79,Human Financial Advisor
CUSTW-07968,4827026.55,196181.8,Low,Savings,Cryptocurrency,49.05,0.56,810510.17,Human Financial Advisor
CUSTW-07969,4372996.37,264086.55,Moderate,Cryptocurrency,Mutual Funds,21.52,0.49,759461.74,Robo-Advisor
CUSTW-07970,122011.23,284815.96,Low,Stocks,Gold,24.38,0.11,729367.24,None
CUSTW-07971,1975550.02,267118.9,Moderate,Stocks,Gold,23.61,0.13,641566.64,None
CUSTW-07972,243330.77,408818.65,High,Mutual Funds,Bonds,10.89,0.77,79549.25,None
CUSTW-07973,3822589.01,240118.12,Moderate,Bonds,Savings,9.12,0.17,684485.81,None
CUSTW-07974,3696084.88,419195.68,High,Real Estate,Stocks,49.36,0.26,263616.86,Robo-Advisor
CUSTW-07975,569569.47,375029.2,Low,Stocks,Real Estate,9.08,0.68,425483.41,Human Financial Advisor
CUSTW-07976,1554393.71,486234.11,Moderate,Mutual Funds,Stocks,49.52,0.91,145690.94,None
CUSTW-07977,749887.06,491306.19,Moderate,Mutual Funds,Savings,19.29,0.82,588010.82,Robo-Advisor
CUSTW-07978,1375237.83,174862.27,Moderate,Mutual Funds,Cryptocurrency,36.73,0.58,556551.65,None
CUSTW-07979,799383.73,308542.45,High,Gold,Savings,36.36,0.71,352253.35,Robo-Advisor
CUSTW-07980,2730379.95,126129.37,Low,Gold,Bonds,11.22,0.56,19681.93,None
CUSTW-07981,3379782.76,115824.19,Low,Gold,Cryptocurrency,9.93,0.85,839081.85,None
CUSTW-07982,3705700.58,299289.32,Low,Mutual Funds,Gold,46.74,0.8,420167.88,Robo-Advisor
CUSTW-07983,3376174.78,141382.67,High,Cryptocurrency,Bonds,13.4,0.14,568929.36,Robo-Advisor
CUSTW-07984,1969007.6,276322.71,Moderate,Bonds,Cryptocurrency,28.58,0.74,186172.03,Human Financial Advisor
CUSTW-07985,4037304.19,46873.04,High,Mutual Funds,Savings,21.67,0.71,219694.05,Robo-Advisor
CUSTW-07986,828891.33,279729.87,High,Real Estate,Bonds,28.92,0.06,117673.64,Robo-Advisor
CUSTW-07987,215494.84,127280.4,Low,Stocks,Real Estate,20.68,0.21,713369.72,Robo-Advisor
CUSTW-07988,2487169.42,447272.93,High,Real Estate,Mutual Funds,27.46,0.74,215727.31,Human Financial Advisor
CUSTW-07989,2017059.78,318557.28,Low,Gold,Bonds,18.08,0.95,670629.15,Robo-Advisor
CUSTW-07990,425048.29,195665.91,Moderate,Gold,Stocks,49.15,0.23,498445.1,Robo-Advisor
CUSTW-07991,3989444.49,138944.17,Low,Bonds,Stocks,22.25,0.73,448637.49,Robo-Advisor
CUSTW-07992,3539715.99,346417.64,Moderate,Cryptocurrency,Savings,45.58,0.82,61183.19,Robo-Advisor
CUSTW-07993,2297286.56,491645.13,High,Real Estate,Gold,17.29,0.37,121002.13,Robo-Advisor
CUSTW-07994,2351180.16,335503.17,Moderate,Gold,Stocks,11.39,0.21,788175.38,Robo-Advisor
CUSTW-07995,4074025.19,387665.38,High,Gold,Stocks,21.68,0.11,120091.04,Human Financial Advisor
CUSTW-07996,2068048.78,95886.16,Low,Gold,Real Estate,6.48,0.72,617621.12,Human Financial Advisor
CUSTW-07997,349712.83,303616.65,High,Real Estate,Savings,29.24,0.09,393084.6,Human Financial Advisor
CUSTW-07998,1953318.93,382834.56,Low,Cryptocurrency,Mutual Funds,40.98,0.59,309223.46,None
CUSTW-07999,3575043.65,353426.38,Moderate,Real Estate,Stocks,9.25,0.63,514638.71,Robo-Advisor
CUSTW-08000,4784077.11,132178.91,Low,Real Estate,Gold,27.29,0.99,420840.95,Human Financial Advisor
CUSTW-08001,4212187.42,94192.33,Low,Bonds,Mutual Funds,10.27,0.99,717666.11,Robo-Advisor
CUSTW-08002,1901363.74,206513.26,Low,Real Estate,Mutual Funds,9.93,0.81,454046.93,Human Financial Advisor
CUSTW-08003,4521735.81,102105.7,Moderate,Mutual Funds,Savings,34.21,0.1,750758.12,Robo-Advisor
CUSTW-08004,4309217.23,291949.19,Moderate,Stocks,Real Estate,47.95,0.82,864101.09,Robo-Advisor
CUSTW-08005,2803015.09,312490.3,Moderate,Real Estate,Gold,5.94,0.97,993023.89,None
CUSTW-08006,835825.18,225107.95,Moderate,Bonds,Cryptocurrency,24.63,0.9,358731.32,Human Financial Advisor
CUSTW-08007,3370057.59,108114.73,High,Gold,Mutual Funds,49.59,0.19,381286.32,Robo-Advisor
CUSTW-08008,3317137.77,156637.23,Moderate,Bonds,Mutual Funds,41.63,0.97,420975.59,Human Financial Advisor
CUSTW-08009,1587810.0,359461.73,Low,Stocks,Mutual Funds,24.85,0.3,402615.05,Human Financial Advisor
CUSTW-08010,118404.06,492527.85,Moderate,Real Estate,Cryptocurrency,34.32,0.48,466730.34,Human Financial Advisor
CUSTW-08011,3252771.23,429707.9,Low,Mutual Funds,Stocks,28.49,0.64,941455.01,Human Financial Advisor
CUSTW-08012,4889513.04,432996.32,Moderate,Real Estate,Savings,29.36,0.78,885196.94,Human Financial Advisor
CUSTW-08013,2080050.7,310120.16,Moderate,Real Estate,Mutual Funds,33.06,0.99,790973.97,Human Financial Advisor
CUSTW-08014,2356674.69,104132.55,High,Real Estate,Stocks,10.0,0.62,910883.55,Human Financial Advisor
CUSTW-08015,1869462.49,450071.51,Moderate,Mutual Funds,Real Estate,9.2,0.73,296776.7,Human Financial Advisor
CUSTW-08016,4346592.29,471822.02,Moderate,Real Estate,Bonds,15.26,0.45,974814.48,None
CUSTW-08017,2993589.04,366689.05,High,Gold,Mutual Funds,37.97,0.06,378590.67,Human Financial Advisor
CUSTW-08018,541243.06,280990.32,Low,Stocks,Mutual Funds,7.72,0.55,781754.68,None
CUSTW-08019,4514907.8,383966.45,Low,Savings,Gold,19.74,0.49,196383.08,None
CUSTW-08020,293627.21,378950.52,Moderate,Stocks,Cryptocurrency,9.19,0.78,38320.09,None
CUSTW-08021,3851713.12,246833.97,High,Savings,Mutual Funds,42.53,0.04,641323.64,None
CUSTW-08022,3855257.5,67251.37,Moderate,Mutual Funds,Real Estate,33.97,0.39,645194.37,Human Financial Advisor
CUSTW-08023,974104.56,84695.78,Moderate,Gold,Stocks,7.66,0.54,301321.78,Robo-Advisor
CUSTW-08024,2214007.62,258006.87,High,Stocks,Savings,13.07,0.75,947556.53,Robo-Advisor
CUSTW-08025,1179851.52,372909.62,Moderate,Stocks,Cryptocurrency,30.87,0.67,587272.02,None
CUSTW-08026,4776054.82,456411.36,Moderate,Gold,Real Estate,49.43,0.69,679835.8,Robo-Advisor
CUSTW-08027,2241714.99,300020.03,High,Bonds,Mutual Funds,31.82,0.96,348813.35,None
CUSTW-08028,1287559.73,91733.82,Moderate,Savings,Cryptocurrency,16.18,0.38,637133.74,None
CUSTW-08029,22431.98,201754.06,Moderate,Savings,Stocks,7.22,0.86,954479.19,Human Financial Advisor
CUSTW-08030,2004463.51,421607.62,Low,Stocks,Cryptocurrency,18.1,0.12,252526.89,None
CUSTW-08031,4440464.0,487919.38,Moderate,Gold,Savings,48.52,0.39,588151.55,None
CUSTW-08032,2115400.83,205629.58,High,Bonds,Real Estate,11.03,0.88,48006.09,Robo-Advisor
CUSTW-08033,2129936.15,226265.64,Low,Bonds,Real Estate,49.64,0.48,759494.04,None
CUSTW-08034,3415676.71,472622.58,High,Real Estate,Gold,24.14,0.99,97014.94,Robo-Advisor
CUSTW-08035,654101.52,427071.54,Low,Stocks,Savings,33.25,0.34,738038.84,Human Financial Advisor
CUSTW-08036,4505115.34,346554.04,Moderate,Real Estate,Cryptocurrency,6.18,0.6,608783.62,None
CUSTW-08037,2817320.4,363204.4,High,Bonds,Stocks,26.15,0.02,269047.36,None
CUSTW-08038,13723.02,271517.72,High,Cryptocurrency,Savings,21.32,0.92,244932.06,None
CUSTW-08039,4169397.79,116258.26,Low,Gold,Savings,22.73,0.08,859328.87,None
CUSTW-08040,1208025.97,471883.96,Low,Cryptocurrency,Gold,35.31,0.89,876842.45,Robo-Advisor
CUSTW-08041,4922937.53,339409.4,High,Bonds,Mutual Funds,42.98,0.08,240312.94,Human Financial Advisor
CUSTW-08042,481628.18,295504.09,Low,Savings,Stocks,10.94,0.71,772109.58,Human Financial Advisor
CUSTW-08043,3641411.35,282143.75,Low,Cryptocurrency,Real Estate,14.37,0.14,718467.58,Robo-Advisor
CUSTW-08044,4199000.65,248696.81,High,Real Estate,Gold,27.5,0.75,614976.25,Robo-Advisor
CUSTW-08045,1151301.44,67487.17,Moderate,Bonds,Stocks,37.25,0.61,128770.99,Human Financial Advisor
CUSTW-08046,4630532.96,405215.91,Moderate,Gold,Real Estate,28.81,0.09,707974.48,None
CUSTW-08047,3357884.33,118609.54,High,Bonds,Real Estate,44.0,0.82,478907.52,Human Financial Advisor
CUSTW-08048,1025021.37,174077.05,Low,Mutual Funds,Cryptocurrency,13.62,0.15,497425.3,None
CUSTW-08049,4008422.96,433563.4,Low,Stocks,Cryptocurrency,12.34,0.47,93403.27,None
CUSTW-08050,641441.05,496037.03,Moderate,Cryptocurrency,Mutual Funds,6.09,0.15,547504.9,Robo-Advisor
CUSTW-08051,4487487.73,204109.82,Low,Stocks,Gold,17.78,0.48,393655.01,None
CUSTW-08052,752205.28,96677.39,Low,Bonds,Savings,31.17,0.34,856678.44,Human Financial Advisor
CUSTW-08053,2084662.59,59588.32,Low,Gold,Cryptocurrency,41.14,0.62,958875.7,Robo-Advisor
CUSTW-08054,2548292.61,166316.21,Low,Real Estate,Savings,42.87,0.35,412311.36,None
CUSTW-08055,1620100.61,75702.37,Moderate,Mutual Funds,Cryptocurrency,21.05,0.42,564268.57,Robo-Advisor
CUSTW-08056,2506021.75,251618.3,Moderate,Bonds,Stocks,13.59,0.19,631667.98,Human Financial Advisor
CUSTW-08057,4385452.22,199542.59,Moderate,Savings,Real Estate,34.22,0.03,230366.78,Human Financial Advisor
CUSTW-08058,4443054.88,271944.79,Moderate,Mutual Funds,Gold,49.61,0.35,850387.08,Human Financial Advisor
CUSTW-08059,2808488.52,113734.41,Moderate,Bonds,Gold,25.7,0.05,348195.82,Robo-Advisor
CUSTW-08060,4482165.0,455534.26,Moderate,Bonds,Stocks,15.14,0.44,468376.67,None
CUSTW-08061,4160512.82,380622.12,Low,Stocks,Bonds,15.39,0.69,95871.75,Robo-Advisor
CUSTW-08062,1399337.18,209454.49,High,Mutual Funds,Gold,12.89,0.97,198008.99,None
CUSTW-08063,2175557.96,411671.94,Low,Bonds,Cryptocurrency,22.57,0.4,194363.91,None
CUSTW-08064,1477322.98,473378.96,High,Gold,Real Estate,22.92,0.31,221560.72,Robo-Advisor
CUSTW-08065,4930674.31,246928.72,Moderate,Savings,Gold,16.4,0.14,322512.87,Human Financial Advisor
CUSTW-08066,2816365.75,349116.82,Low,Mutual Funds,Gold,28.73,0.75,910965.14,Human Financial Advisor
CUSTW-08067,4271293.37,265317.43,High,Bonds,Gold,27.04,0.54,773556.67,Robo-Advisor
CUSTW-08068,2419378.54,329346.38,High,Savings,Cryptocurrency,44.03,0.73,496144.77,None
CUSTW-08069,3984123.47,492956.59,High,Cryptocurrency,Real Estate,14.14,0.21,28558.69,Human Financial Advisor
CUSTW-08070,4141207.13,144031.34,High,Mutual Funds,Stocks,47.05,0.63,314825.85,Human Financial Advisor
CUSTW-08071,4730862.47,102638.31,Low,Gold,Stocks,48.25,0.21,652506.92,Human Financial Advisor
CUSTW-08072,3031938.25,479912.87,Moderate,Gold,Stocks,32.45,0.79,827078.27,Human Financial Advisor
CUSTW-08073,534887.18,419351.4,Low,Gold,Savings,31.0,0.75,301413.46,None
CUSTW-08074,758920.13,211502.33,Low,Bonds,Stocks,14.07,0.37,964615.22,Human Financial Advisor
CUSTW-08075,3245808.54,45138.2,Low,Savings,Gold,14.96,1.0,400635.45,Human Financial Advisor
CUSTW-08076,1234680.81,386032.44,High,Bonds,Savings,13.77,0.15,211144.32,Robo-Advisor
CUSTW-08077,658147.61,488710.68,Low,Stocks,Savings,44.7,0.35,957693.98,None
CUSTW-08078,3114707.06,193758.7,Moderate,Cryptocurrency,Real Estate,39.36,0.59,341774.1,None
CUSTW-08079,754596.32,445278.13,Moderate,Gold,Stocks,29.15,0.83,63346.05,Human Financial Advisor
CUSTW-08080,4638941.02,379321.89,Low,Bonds,Real Estate,18.01,0.91,760383.12,Robo-Advisor
CUSTW-08081,1082147.41,278350.82,Moderate,Gold,Savings,10.67,0.7,806976.39,Robo-Advisor
CUSTW-08082,1082783.49,56442.57,Moderate,Gold,Mutual Funds,14.01,0.79,617041.7,Human Financial Advisor
CUSTW-08083,208261.03,388696.23,High,Cryptocurrency,Real Estate,43.99,0.65,679149.27,Robo-Advisor
CUSTW-08084,4338819.4,215800.08,Low,Stocks,Savings,9.58,0.94,649224.16,None
CUSTW-08085,2933171.55,454604.39,High,Bonds,Cryptocurrency,40.73,0.41,131977.16,None
CUSTW-08086,62325.35,130307.87,Low,Mutual Funds,Gold,47.04,0.5,322595.98,Robo-Advisor
CUSTW-08087,2025992.7,398968.49,Moderate,Real Estate,Savings,6.48,0.25,713452.24,None
CUSTW-08088,1123485.19,178284.74,Low,Mutual Funds,Savings,16.8,0.77,944208.4,None
CUSTW-08089,3764689.63,194416.3,Moderate,Savings,Bonds,18.07,0.91,924077.3,Robo-Advisor
CUSTW-08090,1790476.43,285622.44,Moderate,Cryptocurrency,Bonds,15.77,0.62,856580.78,Robo-Advisor
CUSTW-08091,312821.91,234670.03,Low,Savings,Bonds,29.22,0.82,641279.21,None
CUSTW-08092,4902153.77,421376.03,Low,Real Estate,Savings,12.78,0.7,585970.59,Robo-Advisor
CUSTW-08093,588332.64,87255.39,Moderate,Savings,Bonds,18.46,0.83,468780.35,None
CUSTW-08094,4843513.87,285179.82,Moderate,Cryptocurrency,Savings,30.93,0.13,203714.07,Robo-Advisor
CUSTW-08095,4619215.99,98236.03,Moderate,Real Estate,Savings,10.67,0.14,7634.55,Robo-Advisor
CUSTW-08096,3845641.78,63143.46,High,Stocks,Cryptocurrency,13.76,0.49,415640.56,Human Financial Advisor
CUSTW-08097,3641462.34,36421.76,Moderate,Savings,Bonds,18.96,0.01,481611.82,None
CUSTW-08098,3367974.7,332873.47,Moderate,Mutual Funds,Gold,33.63,0.79,747427.71,Robo-Advisor
CUSTW-08099,2350830.93,167208.94,High,Real Estate,Gold,26.7,0.33,48461.45,Human Financial Advisor
CUSTW-08100,2402077.73,156399.47,Moderate,Mutual Funds,Real Estate,14.83,0.17,459522.83,None
CUSTW-08101,920257.71,120555.35,High,Savings,Bonds,44.77,0.76,869364.82,Robo-Advisor
CUSTW-08102,4997659.21,395875.27,Low,Real Estate,Stocks,49.48,0.92,298297.96,Human Financial Advisor
CUSTW-08103,3211450.76,310036.09,High,Real Estate,Gold,22.15,0.73,634835.46,None
CUSTW-08104,1345206.59,224377.76,Low,Bonds,Savings,31.56,0.49,359448.55,Human Financial Advisor
CUSTW-08105,2805175.6,87426.96,Low,Bonds,Real Estate,6.67,0.85,503338.72,Robo-Advisor
CUSTW-08106,3965675.07,469642.6,High,Stocks,Mutual Funds,27.15,0.25,473089.49,Human Financial Advisor
CUSTW-08107,4122106.21,223992.35,High,Savings,Mutual Funds,20.11,0.88,566328.54,Human Financial Advisor
CUSTW-08108,3231517.07,334718.47,High,Real Estate,Bonds,30.18,0.22,494466.65,None
CUSTW-08109,1658394.61,251166.91,Moderate,Gold,Real Estate,37.82,0.82,732371.59,Robo-Advisor
CUSTW-08110,504134.52,281698.0,Moderate,Gold,Mutual Funds,33.19,0.05,218545.48,Robo-Advisor
CUSTW-08111,3531656.33,160563.86,High,Stocks,Real Estate,21.55,0.04,712130.0,None
CUSTW-08112,1210644.49,452295.44,Moderate,Cryptocurrency,Gold,48.67,0.62,54181.77,None
CUSTW-08113,2467438.72,117447.51,Moderate,Bonds,Cryptocurrency,42.23,0.59,767136.16,Human Financial Advisor
CUSTW-08114,3781819.5,239047.39,Low,Savings,Bonds,10.66,0.21,54314.47,Robo-Advisor
CUSTW-08115,1671590.85,398731.76,Low,Cryptocurrency,Mutual Funds,5.24,0.19,108950.09,Human Financial Advisor
CUSTW-08116,132011.23,206796.27,High,Gold,Real Estate,16.53,0.3,570611.53,Robo-Advisor
CUSTW-08117,2811234.43,184126.78,High,Real Estate,Bonds,42.55,0.75,586251.64,Human Financial Advisor
CUSTW-08118,1731671.78,252873.11,High,Cryptocurrency,Bonds,48.0,0.28,972096.85,Robo-Advisor
CUSTW-08119,3820226.56,331645.53,Low,Real Estate,Savings,6.95,0.07,479865.19,Robo-Advisor
CUSTW-08120,935926.27,317228.63,High,Bonds,Real Estate,24.46,0.1,656954.36,None
CUSTW-08121,4881136.27,365622.15,Moderate,Stocks,Mutual Funds,15.29,0.75,321258.02,None
CUSTW-08122,662332.98,31417.8,High,Cryptocurrency,Gold,13.0,0.33,308266.76,Robo-Advisor
CUSTW-08123,4072902.53,205184.72,High,Stocks,Savings,10.78,0.59,377841.49,Human Financial Advisor
CUSTW-08124,4527692.14,166065.43,High,Cryptocurrency,Savings,33.68,0.87,126592.95,Robo-Advisor
CUSTW-08125,3104731.1,102089.0,Moderate,Mutual Funds,Real Estate,14.56,0.85,733761.61,Human Financial Advisor
CUSTW-08126,1246902.95,311643.82,High,Real Estate,Stocks,49.54,0.67,202127.31,None
CUSTW-08127,3695374.14,488260.67,Moderate,Real Estate,Gold,10.8,0.15,859897.74,Human Financial Advisor
CUSTW-08128,1990450.05,438111.21,High,Savings,Cryptocurrency,47.99,0.12,969415.68,Human Financial Advisor
CUSTW-08129,4085206.7,218913.56,High,Real Estate,Gold,19.79,0.32,589241.89,Robo-Advisor
CUSTW-08130,587284.8,68390.51,Moderate,Cryptocurrency,Stocks,7.07,0.63,132770.72,None
CUSTW-08131,1865957.72,472979.71,Moderate,Gold,Cryptocurrency,46.09,0.37,736322.84,Robo-Advisor
CUSTW-08132,758085.25,399575.34,High,Real Estate,Mutual Funds,45.63,0.74,454526.35,Robo-Advisor
CUSTW-08133,2433373.19,347156.36,Low,Mutual Funds,Cryptocurrency,32.56,0.76,113501.17,Robo-Advisor
CUSTW-08134,3929302.58,268194.16,Low,Mutual Funds,Gold,12.32,0.96,735874.09,Human Financial Advisor
CUSTW-08135,3311828.75,162131.3,High,Gold,Mutual Funds,46.06,0.26,32253.24,Human Financial Advisor
CUSTW-08136,3740115.99,182000.63,High,Cryptocurrency,Stocks,12.3,0.27,217649.05,Robo-Advisor
CUSTW-08137,1887491.2,210475.83,High,Cryptocurrency,Mutual Funds,29.92,0.91,853749.89,None
CUSTW-08138,1978255.34,222152.19,Low,Gold,Cryptocurrency,22.17,0.48,412250.07,Human Financial Advisor
CUSTW-08139,2645685.37,47402.92,High,Stocks,Bonds,8.32,0.79,97734.21,None
CUSTW-08140,1105000.68,114718.91,Low,Savings,Real Estate,7.92,0.65,147531.23,Robo-Advisor
CUSTW-08141,1598426.05,475057.28,High,Gold,Real Estate,25.77,0.89,735782.23,Human Financial Advisor
CUSTW-08142,4550195.99,242122.67,Moderate,Bonds,Savings,41.97,0.65,362029.32,Human Financial Advisor
CUSTW-08143,2051730.88,322728.78,Moderate,Mutual Funds,Stocks,20.03,0.09,792384.37,Human Financial Advisor
CUSTW-08144,2379145.19,330695.96,Low,Gold,Real Estate,22.61,0.96,379605.75,None
CUSTW-08145,947660.65,88546.61,Moderate,Savings,Gold,43.24,0.24,149643.59,None
CUSTW-08146,2210047.91,35958.06,High,Savings,Gold,44.12,0.08,785009.65,None
CUSTW-08147,118509.14,311645.09,Low,Real Estate,Bonds,48.6,0.7,202634.12,Robo-Advisor
CUSTW-08148,58371.06,74665.33,High,Savings,Bonds,41.26,0.78,482109.84,None
CUSTW-08149,4273346.87,332014.73,Moderate,Gold,Savings,16.16,0.22,830886.2,Robo-Advisor
CUSTW-08150,2043434.91,51266.75,Low,Real Estate,Savings,29.76,0.85,871922.96,Human Financial Advisor
CUSTW-08151,2692305.44,432928.9,Moderate,Savings,Real Estate,12.6,0.66,204767.16,Human Financial Advisor
CUSTW-08152,2360361.43,167322.13,Low,Bonds,Savings,13.66,0.42,7214.79,Human Financial Advisor
CUSTW-08153,2973847.69,492960.52,Low,Bonds,Stocks,39.42,0.65,664482.59,None
CUSTW-08154,1491119.27,175064.17,Moderate,Cryptocurrency,Mutual Funds,28.0,0.58,375880.49,Human Financial Advisor
CUSTW-08155,822036.03,411362.99,Moderate,Mutual Funds,Stocks,6.73,0.6,235784.17,Human Financial Advisor
CUSTW-08156,4157623.09,228457.19,Moderate,Mutual Funds,Real Estate,15.18,0.18,99323.7,Robo-Advisor
CUSTW-08157,624099.5,249511.21,Moderate,Bonds,Gold,35.17,0.35,584159.4,Robo-Advisor
CUSTW-08158,1408752.14,180852.76,High,Mutual Funds,Cryptocurrency,28.52,0.95,569120.52,None
CUSTW-08159,1407252.31,469937.64,High,Savings,Bonds,28.75,0.48,908007.62,Robo-Advisor
CUSTW-08160,4149492.87,319052.14,High,Bonds,Cryptocurrency,25.84,0.17,448759.03,Robo-Advisor
CUSTW-08161,1649610.05,192919.7,High,Stocks,Savings,6.16,0.15,815895.41,Human Financial Advisor
CUSTW-08162,1351657.37,348268.61,High,Bonds,Real Estate,37.58,0.09,772022.76,None
CUSTW-08163,4128134.5,292398.03,Low,Real Estate,Stocks,49.93,0.97,84403.3,Robo-Advisor
CUSTW-08164,3403525.4,433058.44,Low,Cryptocurrency,Savings,37.33,0.81,366678.81,Human Financial Advisor
CUSTW-08165,976757.29,304014.54,Moderate,Stocks,Savings,29.81,0.47,226721.46,None
CUSTW-08166,4789349.32,89928.69,Low,Cryptocurrency,Mutual Funds,26.04,0.4,939964.01,None
CUSTW-08167,409063.58,341663.6,High,Mutual Funds,Cryptocurrency,44.58,0.62,731040.27,None
CUSTW-08168,3098647.47,115907.47,Low,Real Estate,Cryptocurrency,37.79,0.69,993532.52,Human Financial Advisor
CUSTW-08169,3587157.83,38315.11,Moderate,Gold,Real Estate,41.54,0.82,840631.59,Robo-Advisor
CUSTW-08170,2345810.0,348589.23,High,Gold,Mutual Funds,32.05,0.21,865529.27,Human Financial Advisor
CUSTW-08171,2838208.79,333239.46,Low,Stocks,Bonds,33.7,0.79,19979.13,Human Financial Advisor
CUSTW-08172,3961781.42,469740.8,Moderate,Mutual Funds,Cryptocurrency,28.87,0.18,381248.82,None
CUSTW-08173,3462460.53,392105.61,Moderate,Bonds,Real Estate,35.67,0.25,14558.49,None
CUSTW-08174,2539749.13,69534.53,High,Savings,Gold,14.91,0.46,736717.02,None
CUSTW-08175,2911042.25,492003.39,High,Stocks,Bonds,36.64,0.07,713503.66,Robo-Advisor
CUSTW-08176,2049676.58,456535.41,Low,Stocks,Mutual Funds,24.85,0.87,946007.97,None
CUSTW-08177,4559294.25,467960.96,Moderate,Real Estate,Stocks,35.73,0.09,599844.47,Robo-Advisor
CUSTW-08178,3069812.21,363758.04,Moderate,Bonds,Savings,23.07,0.15,820615.54,None
CUSTW-08179,2681131.84,479831.15,Moderate,Bonds,Mutual Funds,34.39,0.95,362164.5,Robo-Advisor
CUSTW-08180,3487985.84,261415.44,Moderate,Stocks,Mutual Funds,18.94,0.49,839366.68,None
CUSTW-08181,1089537.99,285910.46,Moderate,Real Estate,Bonds,44.77,0.11,455095.26,None
CUSTW-08182,2960159.61,464776.44,Low,Bonds,Mutual Funds,18.75,0.78,304008.04,Robo-Advisor
CUSTW-08183,2097884.34,368575.83,High,Stocks,Mutual Funds,18.66,0.42,14313.12,None
CUSTW-08184,4850094.76,411605.74,Moderate,Cryptocurrency,Gold,7.57,0.34,236904.67,Robo-Advisor
CUSTW-08185,627156.49,258696.86,High,Savings,Bonds,21.16,0.53,610651.67,None
CUSTW-08186,226612.64,372115.13,High,Stocks,Bonds,18.53,0.06,515637.61,Human Financial Advisor
CUSTW-08187,1597158.1,264662.55,Moderate,Stocks,Savings,36.85,0.64,553135.87,None
CUSTW-08188,3407604.62,310493.92,High,Bonds,Savings,34.03,0.08,489052.01,Human Financial Advisor
CUSTW-08189,3645123.66,116257.81,Moderate,Gold,Real Estate,28.25,0.42,38573.72,Robo-Advisor
CUSTW-08190,230824.71,189562.97,Low,Mutual Funds,Bonds,44.46,0.13,170931.18,Robo-Advisor
CUSTW-08191,4821157.3,55182.83,High,Cryptocurrency,Mutual Funds,23.28,0.6,34711.45,None
CUSTW-08192,640045.26,226912.48,Moderate,Gold,Savings,30.03,0.8,502185.35,Robo-Advisor
CUSTW-08193,86631.31,131600.52,Low,Gold,Bonds,16.42,0.07,258430.9,Human Financial Advisor
CUSTW-08194,3175610.51,212943.9,High,Mutual Funds,Stocks,29.86,0.65,665977.61,None
CUSTW-08195,1429346.92,47456.94,High,Savings,Mutual Funds,35.29,0.68,822681.44,Human Financial Advisor
CUSTW-08196,857607.85,364402.4,Low,Mutual Funds,Cryptocurrency,37.44,0.82,368305.64,Robo-Advisor
CUSTW-08197,2980232.7,283651.94,Moderate,Bonds,Real Estate,19.83,0.84,533921.91,Human Financial Advisor
CUSTW-08198,3692092.11,267072.1,High,Mutual Funds,Stocks,41.48,0.16,683524.19,Robo-Advisor
CUSTW-08199,1692107.42,56800.74,High,Cryptocurrency,Bonds,19.46,0.47,669886.65,Robo-Advisor
CUSTW-08200,4405716.24,265298.5,High,Real Estate,Cryptocurrency,17.42,0.19,70952.06,Human Financial Advisor
CUSTW-08201,2127166.77,175881.99,High,Gold,Real Estate,27.37,0.91,115550.85,Robo-Advisor
CUSTW-08202,2308899.13,149008.81,Moderate,Real Estate,Savings,42.9,0.12,348283.27,Human Financial Advisor
CUSTW-08203,150287.96,476830.57,Low,Bonds,Real Estate,33.13,0.34,184134.74,Robo-Advisor
CUSTW-08204,2220814.61,97667.12,Moderate,Gold,Bonds,33.18,0.75,601368.75,Human Financial Advisor
CUSTW-08205,3908542.93,79637.41,Moderate,Real Estate,Savings,25.76,0.96,721527.72,Robo-Advisor
CUSTW-08206,3207650.41,219264.51,Low,Savings,Real Estate,13.06,0.6,361969.73,Robo-Advisor
CUSTW-08207,1393788.39,121016.61,Low,Stocks,Cryptocurrency,17.29,0.59,78013.45,Human Financial Advisor
CUSTW-08208,730793.84,417978.79,Moderate,Cryptocurrency,Mutual Funds,21.3,0.04,702835.93,None
CUSTW-08209,2181567.98,412892.65,Low,Mutual Funds,Bonds,33.56,0.06,634260.12,Human Financial Advisor
CUSTW-08210,4280612.93,456554.13,Moderate,Real Estate,Bonds,7.86,0.9,926280.52,None
CUSTW-08211,3534388.81,186221.06,Moderate,Bonds,Stocks,7.27,0.74,856401.28,Robo-Advisor
CUSTW-08212,3021186.36,192984.44,Moderate,Gold,Mutual Funds,35.06,0.2,904845.13,Robo-Advisor
CUSTW-08213,113677.49,482842.73,Moderate,Stocks,Bonds,47.93,0.32,599715.04,Robo-Advisor
CUSTW-08214,3929769.89,187765.19,Moderate,Bonds,Cryptocurrency,20.04,0.66,914702.85,None
CUSTW-08215,1735104.38,321413.97,Low,Cryptocurrency,Savings,33.52,0.36,60559.38,None
CUSTW-08216,2451449.69,403933.48,High,Gold,Savings,44.64,0.5,368051.59,None
CUSTW-08217,4758400.88,56781.79,Low,Stocks,Cryptocurrency,47.02,0.94,770997.14,Robo-Advisor
