customer_id,age,income,employment_status,credit_score,existing_loans,loan_amount_requested,loan_purpose,loan_approval_status,debt_to_income_ratio,loan_interest_rate,loan_term,default_risk
6b0a309a,47,127830,Full-time,381,3,119436,Business,Approved,0.6,7.94,120,High
f45b37ce,42,123453,Part-time,328,0,439234,Home,Pending,0.34,2.92,240,Low
6bef62ea,48,65474,Self-employed,743,0,261944,Business,Rejected,0.34,6.52,240,Low
c382f8ff,50,147557,Part-time,402,5,98450,Personal,Approved,0.38,4.54,120,Low
44bc3eb9,70,109323,Part-time,438,4,270115,Home,Approved,0.47,11.11,240,High
8e0e2bb6,28,115952,Full-time,804,1,137258,Car,Approved,0.7,3.12,240,High
01b3792f,22,86731,Full-time,365,0,358452,Home,Approved,0.63,4.66,12,High
d0ec9239,39,113969,Full-time,642,4,119632,Personal,Pending,0.35,3.45,12,Low
6d1ae4ac,32,64449,Self-employed,390,1,344111,Education,Approved,0.49,3.14,240,Low
b075b0a2,56,26925,Full-time,678,4,182235,Personal,Rejected,0.22,6.76,240,High
fb429e36,34,132184,Full-time,664,3,70239,Home,Approved,0.72,13.82,36,Low
f7e786f9,58,139249,Unemployed,322,1,382606,Personal,Approved,0.53,13.09,120,High
be226cd2,61,24548,Self-employed,546,0,90885,Education,Rejected,0.68,12.75,12,Low
f91849c2,38,30859,Part-time,651,5,339748,Car,Approved,0.18,8.39,360,Low
33bfcc6d,21,46105,Full-time,705,4,256126,Car,Rejected,0.41,7.07,36,Low
1b82c83e,20,133314,Self-employed,382,2,483981,Home,Rejected,0.56,8.79,180,Low
addca8cb,52,88148,Part-time,300,0,214000,Car,Rejected,0.13,12.44,36,Medium
5143b5c4,40,149393,Unemployed,598,5,92923,Education,Rejected,0.71,9.75,12,High
153e7385,53,47941,Full-time,411,5,238839,Business,Rejected,0.32,8.2,60,High
9d35a8f8,19,136610,Part-time,403,3,125584,Personal,Approved,0.17,7.36,120,Low
598ef920,46,87682,Full-time,478,1,359370,Personal,Rejected,0.54,9.69,60,Low
82434892,42,76603,Unemployed,474,3,243193,Business,Rejected,0.25,9.17,36,Low
37bd4a0b,58,60555,Full-time,533,3,190676,Car,Pending,0.27,10.56,180,Low
6a18f66c,60,103206,Part-time,331,3,56064,Home,Pending,0.77,4.01,12,Low
0abf7f58,22,27416,Self-employed,476,2,93197,Home,Approved,0.5,12.32,36,Medium
e25fef2e,59,58053,Part-time,436,0,476362,Home,Rejected,0.19,13.4,120,Medium
ebcd7aff,49,50516,Self-employed,565,4,221217,Education,Approved,0.18,3.29,60,High
09ce1e7a,35,23522,Self-employed,479,2,409018,Business,Pending,0.1,11.66,180,Medium
20405a40,39,113741,Self-employed,506,0,492696,Home,Approved,0.68,6.63,36,High
732cc87b,41,68738,Part-time,592,2,233376,Car,Approved,0.16,7.29,48,Low
e74bb6b5,38,130117,Self-employed,833,2,238895,Business,Rejected,0.57,11.34,360,Low
29a64c47,42,120457,Unemployed,421,1,158402,Car,Pending,0.3,6.88,24,High
750271e1,47,72518,Full-time,479,0,28053,Education,Approved,0.78,3.49,240,High
ae4a9373,19,39197,Part-time,414,5,366086,Car,Rejected,0.38,6.05,180,Medium
92792a12,70,121707,Unemployed,811,4,314193,Car,Rejected,0.74,13.98,12,Low
7f6998f4,64,100630,Unemployed,766,1,163059,Home,Approved,0.63,3.06,180,High
ee8b3e40,64,103052,Part-time,673,5,363821,Home,Approved,0.34,5.35,180,Medium
cf7f9a00,30,125910,Full-time,344,4,248377,Business,Pending,0.6,14.94,48,Low
9548a390,47,138186,Part-time,707,1,172655,Education,Pending,0.39,10.52,36,Low
573586a8,66,40342,Part-time,769,2,366205,Personal,Rejected,0.38,5.89,24,Low
c042245f,57,33582,Self-employed,678,3,372210,Home,Approved,0.42,4.46,120,Low
9cc2aa2d,40,91577,Full-time,349,4,232286,Education,Approved,0.75,11.72,36,High
eecb4bb3,24,26700,Unemployed,715,5,349396,Home,Approved,0.49,2.84,48,Medium
a4c2fe2d,19,41381,Self-employed,682,0,54919,Business,Approved,0.57,5.5,60,Medium
8a61668a,47,73378,Self-employed,330,2,145185,Home,Approved,0.15,5.48,36,Low
4ba5f893,27,49460,Unemployed,809,1,499433,Home,Approved,0.49,9.8,240,Low
b339d4a2,63,97376,Full-time,556,3,94736,Car,Approved,0.74,9.96,36,Low
e45ea54a,54,147187,Full-time,609,3,483077,Home,Rejected,0.59,7.54,12,Low
56630822,46,106213,Part-time,498,2,152468,Education,Rejected,0.2,6.13,12,High
29e5eae1,20,64016,Unemployed,752,2,318453,Car,Approved,0.78,5.25,48,Low
8cbcdad7,27,55086,Unemployed,428,1,56927,Business,Approved,0.64,5.09,120,Medium
d9f172af,64,26827,Part-time,790,0,44733,Car,Approved,0.39,8.29,180,Low
c479793b,69,105196,Self-employed,669,0,413718,Home,Rejected,0.65,12.68,48,Medium
a3ceb551,51,91628,Unemployed,839,3,287307,Home,Pending,0.27,12.24,120,Medium
b3709fc8,57,70998,Unemployed,607,0,357039,Car,Approved,0.34,9.28,48,Medium
fcf747d2,29,36436,Part-time,523,0,54507,Personal,Rejected,0.25,7.43,12,Low
a7f18bfe,29,26149,Self-employed,369,2,291503,Business,Approved,0.16,4.58,36,Medium
8b6112b5,52,89495,Unemployed,697,4,336094,Business,Rejected,0.78,5.04,36,Medium
cb8ece4a,66,26416,Full-time,489,1,228767,Personal,Approved,0.77,14.43,12,High
05d29349,53,128183,Full-time,335,1,324579,Car,Rejected,0.34,8.89,24,Medium
b6acfd59,32,121163,Unemployed,776,1,243452,Business,Approved,0.1,13.46,360,High
b3f4a9c5,52,97982,Unemployed,804,5,495589,Business,Approved,0.63,14.53,240,Medium
9033cc31,25,97773,Full-time,359,3,330096,Education,Approved,0.8,3.12,36,High
eb978992,56,123616,Part-time,691,0,491576,Education,Approved,0.42,10.54,48,Low
751f94da,26,83506,Part-time,808,1,9059,Personal,Pending,0.61,10.1,120,Low
8ecc176f,40,31139,Unemployed,302,2,383934,Car,Rejected,0.21,10.97,60,Medium
cb7565ee,49,145632,Full-time,537,3,497800,Home,Rejected,0.67,11.08,12,Low
9a56a4b7,36,131790,Self-employed,712,2,239124,Education,Approved,0.39,10.47,240,Low
cd36b1e6,19,106309,Part-time,489,3,338849,Home,Approved,0.79,7.61,36,Medium
4d2a2f7c,45,56763,Full-time,405,2,42082,Personal,Rejected,0.73,9.53,24,Low
1d164af3,21,149501,Self-employed,549,4,428021,Education,Rejected,0.28,7.16,60,Medium
6e9e2d2e,52,94335,Full-time,698,0,145767,Personal,Rejected,0.36,7.75,180,High
526b033c,59,110160,Unemployed,600,3,88065,Education,Rejected,0.65,10.76,360,Low
3fb0b9f6,65,54041,Unemployed,306,2,487868,Home,Approved,0.49,7.58,36,Low
d6bf2de4,58,125016,Part-time,726,2,29488,Home,Approved,0.4,7.93,60,High
7f9bf0b9,67,59513,Self-employed,641,4,152999,Education,Approved,0.57,12.54,12,Low
5c987083,50,96500,Unemployed,694,4,232165,Car,Approved,0.63,2.74,24,Low
3e7c2661,55,123758,Part-time,723,4,374333,Business,Rejected,0.33,9.6,360,Medium
2a0cc490,53,76634,Unemployed,501,3,483662,Car,Approved,0.4,6.25,60,Medium
27b4e2f4,35,131384,Part-time,769,2,295648,Personal,Rejected,0.32,8.61,180,Medium
96ec9eba,44,30846,Self-employed,512,2,19560,Car,Approved,0.15,7.43,36,Low
e6681205,39,92805,Full-time,580,5,305210,Personal,Pending,0.39,8.54,60,Low
62496583,21,125039,Unemployed,581,0,124815,Personal,Rejected,0.72,9.72,24,Low
cf4b0961,37,58081,Full-time,723,5,429143,Business,Rejected,0.69,9.0,360,Low
db6ae865,68,104146,Full-time,576,1,195811,Education,Approved,0.61,7.26,360,Low
74220b3c,37,137544,Self-employed,818,1,426101,Business,Approved,0.5,5.37,360,Low
f411fa76,48,118040,Part-time,684,2,387689,Business,Approved,0.52,5.57,36,Medium
fbb58ce8,59,46889,Part-time,406,4,339702,Personal,Rejected,0.49,3.62,180,Low
f3bd89d6,44,104442,Self-employed,329,5,7536,Car,Rejected,0.13,3.54,360,Low
bdcc666a,25,114595,Part-time,465,5,150278,Home,Rejected,0.11,7.4,12,High
85db7e27,54,29614,Unemployed,780,4,401490,Home,Approved,0.64,10.32,36,Medium
e63eeeb4,65,22403,Self-employed,493,5,403317,Business,Rejected,0.62,5.29,60,Low
6350ca36,48,53809,Self-employed,789,0,339789,Personal,Approved,0.6,6.46,60,Low
9c3d845c,22,41974,Unemployed,608,0,7811,Education,Approved,0.33,2.65,36,High
c93de523,50,149634,Part-time,369,2,482097,Home,Rejected,0.52,3.76,240,Medium
e71d7570,23,45455,Self-employed,705,2,102223,Personal,Approved,0.78,10.88,60,High
50cc81a2,46,146408,Self-employed,730,2,432060,Business,Rejected,0.66,9.27,24,Medium
a00be449,62,108959,Part-time,753,3,242675,Business,Approved,0.58,3.1,360,High
d2a3e39a,34,64820,Full-time,813,1,165629,Car,Approved,0.7,12.03,24,High
d0902bd8,18,139094,Self-employed,300,3,91504,Personal,Approved,0.44,13.55,12,High
e5125a70,48,85879,Full-time,557,1,9333,Personal,Approved,0.22,14.68,120,High
549ff202,58,56090,Unemployed,311,1,278627,Business,Approved,0.6,10.0,60,Medium
5bf6613e,46,70267,Self-employed,699,1,372783,Home,Approved,0.44,11.77,360,Low
1051fc1e,25,30470,Unemployed,528,0,112286,Personal,Approved,0.77,8.57,60,High
fdfc3f4d,66,149369,Full-time,776,5,338328,Business,Approved,0.45,10.26,48,Low
0cdbf412,62,34577,Part-time,456,0,485936,Education,Approved,0.12,6.35,180,Low
b20855fb,24,77784,Full-time,805,3,257237,Business,Rejected,0.38,10.91,12,Medium
234168fc,63,44041,Self-employed,442,5,50572,Business,Approved,0.29,11.05,60,Medium
9a914706,49,127062,Part-time,338,2,27248,Business,Rejected,0.65,10.96,24,Medium
a83ea664,61,98231,Unemployed,322,5,315553,Business,Rejected,0.32,7.58,120,Low
0e05569a,51,103731,Part-time,843,5,380154,Business,Approved,0.43,6.44,48,High
ccad2df4,29,29741,Full-time,512,1,307016,Education,Rejected,0.36,9.65,60,Medium
945a9cff,36,95419,Full-time,716,4,33035,Home,Rejected,0.11,13.72,24,Medium
5c98e8c5,34,82289,Part-time,346,2,305026,Car,Approved,0.14,4.24,48,High
24e3b255,56,39731,Self-employed,523,3,141328,Home,Rejected,0.79,6.2,24,Low
4774ff5b,22,55919,Full-time,624,2,465118,Car,Rejected,0.24,3.01,12,Low
bb8303f6,68,147635,Part-time,542,2,298781,Home,Approved,0.15,5.68,240,Low
534c807e,27,123636,Unemployed,428,0,469134,Home,Approved,0.69,3.2,48,Medium
af91d2b2,35,137249,Full-time,664,3,433316,Car,Rejected,0.13,14.05,48,Medium
827da958,59,24090,Unemployed,384,2,22446,Business,Approved,0.29,7.23,60,High
8149472e,59,20491,Part-time,522,4,234511,Home,Approved,0.52,3.33,24,Medium
194f9cf4,30,31103,Full-time,594,3,336813,Personal,Approved,0.61,14.92,120,High
14d1aa7c,56,46699,Self-employed,848,4,40199,Education,Rejected,0.74,4.93,48,Low
ee60f440,39,90256,Full-time,562,2,50313,Car,Rejected,0.24,7.55,360,High
fb20ec64,26,82777,Unemployed,356,3,450093,Business,Rejected,0.24,8.43,36,High
abd64bb4,26,66571,Full-time,405,3,177529,Education,Approved,0.3,11.03,36,Medium
d567b897,48,130132,Unemployed,787,4,205893,Education,Approved,0.58,7.18,120,Medium
a5e93732,26,45700,Full-time,316,5,78945,Car,Rejected,0.7,9.21,48,High
79b35eb6,25,58305,Full-time,506,4,204961,Car,Rejected,0.33,6.53,36,Low
b62e29ad,61,129515,Unemployed,710,2,357885,Education,Approved,0.69,11.87,60,High
a1394654,68,64728,Part-time,624,3,240038,Home,Rejected,0.4,10.87,180,Medium
7840dce5,36,147215,Unemployed,850,1,463027,Car,Rejected,0.22,6.2,48,Low
884463bd,55,22104,Unemployed,501,5,296708,Education,Approved,0.43,3.13,60,Medium
34daa27d,36,106742,Part-time,451,5,208578,Personal,Approved,0.11,11.5,60,Low
be681479,40,124373,Part-time,785,2,471057,Education,Approved,0.77,12.71,48,Low
60bf47c4,58,59181,Part-time,492,3,187863,Car,Rejected,0.37,14.01,240,Low
b3740168,66,66840,Part-time,675,2,103414,Education,Approved,0.72,5.62,12,Low
40e1add7,46,52263,Full-time,779,1,188986,Home,Approved,0.32,7.14,36,Medium
4537d986,41,96293,Full-time,623,4,243584,Personal,Approved,0.62,2.76,60,Medium
2155cf32,27,45601,Unemployed,478,2,267881,Personal,Rejected,0.54,4.51,48,Medium
dc552166,58,38780,Full-time,701,5,83793,Education,Rejected,0.16,4.16,180,Low
530f5a35,55,81987,Self-employed,435,1,474000,Education,Pending,0.41,3.87,48,Low
7ffe636f,68,47877,Unemployed,809,2,141937,Home,Approved,0.79,12.86,48,Medium
c0e361ec,18,97544,Self-employed,825,1,50903,Education,Pending,0.45,13.22,12,Medium
0b09b0fe,46,147991,Self-employed,726,4,154377,Business,Rejected,0.18,11.37,12,High
482b714a,57,44472,Self-employed,547,5,132688,Education,Rejected,0.3,7.97,36,Low
05364b4b,62,37822,Part-time,409,0,200744,Home,Approved,0.58,2.79,48,Low
4f7ab5b2,57,142022,Part-time,300,0,487244,Business,Pending,0.74,14.09,60,Low
4f33bfb8,21,146812,Self-employed,781,0,252244,Education,Approved,0.21,3.0,36,Medium
861e6f4d,54,42469,Full-time,393,3,40242,Business,Rejected,0.25,4.58,120,Medium
d57f3bdc,49,74999,Self-employed,600,1,422501,Personal,Pending,0.62,6.02,48,Low
64340d5e,59,46691,Unemployed,826,4,290681,Personal,Approved,0.63,5.1,60,Low
447cb334,26,74459,Part-time,625,1,313283,Home,Approved,0.71,8.38,24,Low
4acfad2b,48,100142,Part-time,488,3,38192,Business,Pending,0.67,5.67,48,Low
2ee93606,39,140884,Self-employed,709,4,354826,Car,Approved,0.47,12.7,120,Low
d2c020ba,54,49576,Part-time,459,5,79783,Education,Approved,0.17,10.82,240,Medium
ae1a455c,68,20635,Self-employed,576,5,491513,Personal,Approved,0.66,13.7,240,High
cbff4fa6,58,109951,Full-time,305,0,29965,Personal,Approved,0.32,12.76,12,High
88f53dc5,51,149283,Full-time,520,2,486557,Business,Rejected,0.28,8.98,12,High
54b2ba2b,30,57517,Self-employed,350,0,12115,Personal,Rejected,0.3,7.44,360,Medium
b29508e5,58,75906,Part-time,550,3,399191,Education,Approved,0.35,3.72,120,High
3b0d499e,70,102013,Full-time,576,2,10473,Personal,Rejected,0.42,11.78,24,Low
18b48d9f,31,149313,Unemployed,774,2,51481,Personal,Approved,0.45,2.7,60,Low
2030060b,45,89798,Full-time,778,2,296397,Education,Approved,0.39,13.26,36,Low
5074d9d4,68,93177,Part-time,540,5,322808,Car,Approved,0.2,14.27,24,Low
1e484b84,51,23334,Part-time,676,2,226453,Business,Approved,0.76,3.23,180,Medium
b5711b72,49,35045,Unemployed,750,0,181127,Home,Pending,0.19,3.8,12,High
375b3d8d,62,56708,Part-time,441,0,87945,Car,Rejected,0.74,9.71,36,Low
3db69265,47,93516,Self-employed,603,4,105538,Car,Approved,0.55,14.01,180,Low
d7997730,64,81321,Full-time,438,0,390844,Car,Rejected,0.7,13.17,360,Medium
6855d05f,21,78761,Part-time,640,2,437494,Education,Approved,0.33,3.39,48,Low
8ba069cf,42,108876,Full-time,608,2,434508,Home,Approved,0.17,10.34,36,High
e6e96d8b,69,149984,Unemployed,515,1,306929,Car,Rejected,0.58,10.48,48,Low
719b8368,63,34703,Full-time,677,2,294716,Car,Rejected,0.77,10.88,180,Low
27e478f0,32,34978,Full-time,508,0,78847,Business,Approved,0.51,5.27,240,Low
6664625c,45,32438,Full-time,641,3,439353,Home,Rejected,0.38,12.2,36,Medium
ada49d65,45,49926,Part-time,834,4,238418,Education,Approved,0.59,11.54,12,Low
9218b6f1,26,127351,Unemployed,609,4,142138,Personal,Approved,0.69,13.62,240,High
c6d2c8b0,64,26096,Self-employed,845,1,484914,Business,Approved,0.73,5.16,120,Low
08ba2c64,23,91424,Self-employed,777,4,459388,Personal,Approved,0.25,7.71,240,High
df3859ec,29,26006,Self-employed,747,5,150691,Business,Approved,0.76,3.72,36,Medium
0c56746b,20,129454,Unemployed,707,2,234274,Business,Approved,0.68,3.43,12,Medium
9d11f151,29,98446,Part-time,752,4,16125,Business,Rejected,0.17,9.08,12,Medium
76bf4079,47,79662,Part-time,329,5,383314,Personal,Approved,0.29,5.11,12,Low
bc37c0b8,67,45053,Unemployed,300,5,420800,Education,Rejected,0.75,3.25,360,Low
ee949c0b,35,68685,Full-time,771,1,440468,Personal,Rejected,0.67,4.2,48,High
c0915926,43,92966,Unemployed,357,0,13928,Home,Rejected,0.53,9.47,36,Medium
75fdec92,33,47624,Full-time,399,0,18032,Business,Approved,0.58,2.87,240,High
4a0bd97e,70,149280,Unemployed,731,1,379180,Personal,Approved,0.39,3.98,24,Low
0708a55a,29,60569,Unemployed,577,1,497603,Car,Rejected,0.64,3.69,360,Medium
c6370eda,18,53948,Full-time,772,2,379853,Education,Approved,0.56,13.4,60,Low
20d9030d,54,31729,Full-time,527,0,487945,Education,Approved,0.33,8.43,12,Low
1fae6d21,59,131202,Full-time,662,0,46776,Education,Pending,0.57,5.1,240,Low
62755231,63,96334,Self-employed,331,2,129331,Business,Approved,0.26,6.01,48,Medium
4f8317ea,32,144645,Full-time,544,2,449165,Business,Rejected,0.67,3.89,180,Low
d6915ae6,68,86805,Self-employed,707,4,236000,Education,Approved,0.15,7.86,180,Medium
6d3885e5,25,106793,Part-time,704,4,28113,Business,Pending,0.45,5.42,240,High
db0d1d77,35,32375,Unemployed,830,4,105964,Home,Pending,0.57,5.7,240,High
9362654b,40,130801,Self-employed,351,2,167872,Personal,Approved,0.22,14.33,12,High
d2bbb937,60,145301,Unemployed,369,2,448977,Business,Approved,0.15,7.07,240,High
dffa7c35,54,137784,Full-time,742,0,133649,Education,Rejected,0.54,10.95,60,Low
3b58691b,70,147905,Full-time,340,0,269318,Car,Rejected,0.56,11.42,240,Low
819c63fb,38,89221,Unemployed,729,5,33426,Business,Pending,0.63,15.0,24,High
236b4d86,48,93447,Part-time,354,3,279076,Business,Approved,0.71,3.91,36,Low
fdda4ec4,25,105746,Unemployed,483,2,418866,Personal,Pending,0.25,14.58,360,High
3f6e03cc,36,144446,Full-time,409,4,49996,Car,Rejected,0.77,10.49,240,High
083544d8,39,100651,Part-time,743,0,267017,Home,Pending,0.39,9.09,60,High
b2a69daa,67,144575,Unemployed,576,4,211784,Education,Pending,0.18,13.52,24,High
d230778d,59,106027,Full-time,440,3,337827,Home,Rejected,0.79,7.33,180,Low
ca1f34f2,49,60729,Unemployed,677,2,188643,Home,Approved,0.3,7.76,12,Low
fc6e4314,46,50282,Self-employed,337,4,119425,Business,Approved,0.49,3.67,36,Low
e7363042,45,54786,Full-time,554,2,198543,Business,Approved,0.5,9.35,36,Medium
38a24c7c,58,26343,Self-employed,576,0,213611,Education,Approved,0.79,12.07,360,Medium
ba42b1d6,24,80429,Self-employed,847,0,298520,Personal,Approved,0.46,9.17,360,Medium
7c3d65d0,66,128345,Part-time,714,1,406946,Business,Rejected,0.7,11.62,360,Low
0476b91f,24,107595,Full-time,774,1,244774,Education,Approved,0.78,10.29,24,Low
3dba45ac,58,107716,Full-time,638,1,120305,Personal,Approved,0.36,8.37,48,Low
e4849974,43,132202,Unemployed,372,5,228125,Personal,Approved,0.27,11.36,24,Medium
81c5e75e,51,29291,Part-time,373,5,29967,Personal,Approved,0.15,13.62,48,Low
9be32657,26,32295,Full-time,447,1,382825,Home,Rejected,0.65,10.31,12,Medium
599892ef,64,35592,Self-employed,756,3,206102,Education,Approved,0.26,8.84,48,Medium
8dc1dbac,25,61806,Unemployed,666,1,284181,Car,Approved,0.74,6.08,24,High
1aa070ba,59,135475,Self-employed,493,5,252680,Car,Approved,0.2,8.38,360,Medium
46dfcb18,39,64466,Unemployed,415,2,154739,Education,Rejected,0.64,3.42,180,Medium
2d0c66f7,22,128601,Full-time,601,2,247386,Personal,Rejected,0.66,13.83,180,Low
3083663a,47,83052,Part-time,455,4,380364,Personal,Pending,0.77,7.08,120,High
a6b26c17,33,148208,Full-time,440,5,396013,Home,Approved,0.23,12.41,12,High
079e6f93,43,48485,Full-time,370,4,147711,Personal,Approved,0.42,6.28,12,Low
6d64aa09,37,137038,Self-employed,713,4,114431,Car,Rejected,0.24,13.79,48,Medium
b461ae26,52,68587,Self-employed,615,1,330501,Home,Approved,0.36,6.24,24,Medium
d95f1cc5,20,109224,Full-time,577,4,322601,Education,Approved,0.4,12.63,12,Low
81e83935,70,104521,Self-employed,474,3,448398,Home,Approved,0.57,8.84,24,Low
b6bd5825,58,84488,Part-time,669,4,283318,Car,Approved,0.12,9.74,12,Low
efda7b63,53,57422,Self-employed,544,4,408646,Home,Approved,0.13,4.29,24,High
24f5d401,41,53845,Unemployed,328,0,203672,Home,Approved,0.29,4.63,180,Low
17de7518,52,25755,Part-time,766,0,216666,Personal,Approved,0.38,5.14,48,Medium
30e9a6c8,43,28639,Self-employed,578,4,79815,Business,Rejected,0.67,4.7,24,Low
85f01df2,41,44142,Full-time,797,4,268651,Education,Approved,0.14,4.15,180,Medium
41e6ac86,40,143905,Part-time,482,2,142170,Home,Approved,0.37,14.19,240,Low
1b86628b,25,37184,Part-time,356,1,65160,Personal,Approved,0.13,10.45,48,Medium
87f592c4,28,85746,Part-time,461,3,459416,Personal,Pending,0.6,6.12,24,High
c08bbe23,22,131053,Part-time,608,1,474389,Car,Rejected,0.38,8.12,120,Low
3270a4fe,36,21354,Part-time,499,1,140807,Business,Approved,0.53,9.66,60,High
a5f36780,44,56291,Self-employed,767,0,175192,Car,Approved,0.76,8.98,180,Medium
ab4e9122,33,82158,Unemployed,536,5,302952,Home,Approved,0.41,9.06,120,Low
5bcfbad2,28,104467,Part-time,638,5,31755,Home,Approved,0.4,10.86,48,Low
123e9b06,58,53266,Full-time,831,0,88027,Car,Rejected,0.34,11.0,360,Medium
0918755e,31,90636,Self-employed,336,3,387047,Education,Approved,0.16,9.92,360,Low
57cf6a6a,39,126357,Part-time,391,0,177275,Education,Rejected,0.18,12.95,12,Low
e9b8f660,27,48568,Self-employed,789,2,234960,Car,Approved,0.75,12.91,240,Medium
3451c69e,26,109025,Unemployed,780,2,321344,Education,Approved,0.77,2.68,120,Low
abc49bee,24,148606,Unemployed,463,4,344954,Education,Approved,0.19,12.92,48,Medium
2d5849fb,59,26572,Self-employed,655,1,204531,Business,Pending,0.49,5.82,120,Low
0d38cc81,47,94392,Self-employed,405,0,250709,Personal,Approved,0.55,5.34,12,Low
73745ac9,30,144725,Part-time,607,2,223277,Business,Rejected,0.6,12.48,120,Medium
fe8fdc79,24,46910,Full-time,623,2,374036,Car,Rejected,0.65,13.67,12,Low
9be2c06f,30,26797,Unemployed,516,1,488582,Car,Approved,0.49,7.41,360,High
2951c75d,58,76639,Part-time,774,2,316232,Car,Rejected,0.71,5.66,36,Medium
7418087f,58,33429,Part-time,793,0,463707,Home,Approved,0.29,12.79,60,Low
39a5137c,19,91834,Self-employed,650,3,327491,Car,Approved,0.37,11.72,180,Low
84f6cfcd,67,140090,Full-time,720,3,422505,Home,Approved,0.23,11.51,24,High
e83b0863,67,84871,Full-time,711,1,432079,Home,Approved,0.69,6.45,60,High
9f7395b9,30,74666,Part-time,486,0,246501,Home,Approved,0.45,14.02,24,Low
b63ebb69,35,89445,Part-time,706,4,80678,Home,Rejected,0.63,2.75,12,High
618b2d74,33,22858,Self-employed,798,5,39974,Home,Pending,0.43,6.4,240,Low
7e1d3cd6,25,139444,Unemployed,753,1,377383,Education,Pending,0.43,4.57,48,Medium
8885a8f6,29,52022,Part-time,473,5,198428,Car,Rejected,0.15,7.67,240,Medium
4dfe1724,42,84229,Full-time,650,1,170881,Home,Rejected,0.73,9.81,120,Low
47632547,68,146854,Full-time,445,1,259278,Business,Approved,0.79,14.75,36,Medium
d0f91783,19,33776,Unemployed,413,5,112027,Car,Rejected,0.5,12.56,60,Low
4a6e4c93,61,69107,Full-time,748,0,390837,Home,Approved,0.7,12.6,180,Medium
434d91b3,44,113350,Full-time,765,3,488524,Car,Approved,0.58,3.32,36,Medium
ab3c9d42,33,135653,Unemployed,607,0,95428,Business,Pending,0.24,7.06,48,Low
97a6c927,54,140213,Self-employed,417,5,128086,Business,Pending,0.33,12.29,60,Medium
0a4be242,68,126530,Full-time,440,4,377726,Education,Rejected,0.32,14.02,360,High
19fa585b,43,51467,Self-employed,329,1,95462,Personal,Rejected,0.5,3.17,36,Low
fb2826ab,53,63145,Part-time,501,5,41476,Home,Rejected,0.13,11.04,48,Low
a5b57fb0,26,133157,Full-time,717,3,476027,Education,Approved,0.75,3.57,360,High
bc9f3821,27,33998,Self-employed,498,1,70646,Education,Pending,0.28,9.7,60,High
49b1da4c,52,139785,Full-time,661,4,458478,Business,Approved,0.1,13.19,240,Medium
bbd8552d,58,55297,Unemployed,365,1,228224,Home,Approved,0.14,13.53,12,Low
571d0338,19,98579,Self-employed,692,2,354140,Education,Approved,0.57,2.68,24,Medium
a40322a8,47,63515,Self-employed,556,0,112023,Car,Rejected,0.22,13.06,120,Medium
9efc91b2,27,146222,Unemployed,445,0,194477,Car,Pending,0.13,13.49,12,Medium
985bcc20,44,32357,Self-employed,650,2,378627,Education,Approved,0.6,7.32,360,Medium
ce694d6a,34,109412,Full-time,839,1,407821,Education,Rejected,0.68,5.02,180,Low
6bdf0a45,59,46704,Self-employed,693,3,105833,Business,Approved,0.7,14.37,36,High
bb9a87bd,27,30928,Unemployed,398,4,199778,Business,Rejected,0.68,10.87,180,Medium
64e8dbdd,62,130330,Part-time,502,0,303355,Business,Rejected,0.13,10.9,120,High
bc04b121,42,44552,Full-time,669,2,282159,Home,Rejected,0.7,4.3,180,Low
7adc505d,60,90863,Self-employed,547,5,204934,Education,Approved,0.53,4.47,36,Low
0bda6cc4,23,88833,Unemployed,843,1,66405,Education,Approved,0.59,9.41,120,High
3091808c,44,31767,Unemployed,773,0,61495,Car,Rejected,0.64,6.93,24,High
710499b7,60,132771,Self-employed,799,0,396174,Home,Rejected,0.4,12.66,180,High
edb77360,62,142462,Unemployed,355,2,459674,Personal,Approved,0.49,6.89,60,Low
5b06cd2a,27,109571,Part-time,716,0,47135,Education,Rejected,0.61,8.54,60,Medium
c90bcf56,43,140503,Self-employed,700,5,352594,Business,Approved,0.35,7.19,36,Medium
9045fccb,25,147150,Part-time,599,0,405474,Education,Approved,0.34,3.83,48,Low
74b480d3,57,145112,Part-time,624,2,259107,Home,Rejected,0.24,13.84,36,Medium
49212fcb,62,131237,Full-time,400,5,107100,Education,Approved,0.49,12.73,48,Medium
c85ff849,57,62446,Self-employed,709,2,156759,Home,Rejected,0.11,11.11,60,Medium
fd039153,48,104440,Unemployed,547,0,378113,Business,Approved,0.67,14.44,360,Medium
e6e40e50,33,108534,Full-time,678,3,470852,Personal,Approved,0.46,11.83,12,Low
d51943c2,22,29123,Self-employed,560,0,80405,Home,Rejected,0.53,6.17,24,High
6bad4beb,55,52990,Self-employed,354,5,145475,Personal,Approved,0.29,9.05,360,High
e5035e30,57,72627,Unemployed,546,1,265736,Education,Approved,0.35,4.74,120,Medium
3d44c283,45,107216,Full-time,767,2,127121,Car,Approved,0.43,12.15,48,Low
72a3fd95,23,26944,Self-employed,661,3,458135,Home,Approved,0.11,12.1,24,High
32f5772b,26,88949,Self-employed,565,3,98616,Business,Pending,0.11,3.82,60,Medium
2cbf92bc,50,54582,Part-time,519,0,331313,Car,Approved,0.45,12.48,360,High
025a1b3f,63,98247,Unemployed,403,4,416042,Personal,Rejected,0.31,2.78,180,Low
