Customer_ID,Age,Gender,Income,Location,Last_Transaction,Frequent_Merchant,Average_Monthly_Spend,Social_Media_Platform,Engagement_Score,Customer_Feedback,Review_Score,Credit_Score,Existing_Loans,Loan_Offer,Food_Expense,Entertainment_Expense,Bills_Expense,Savings_Expense,Fraud_Score,Financial_Advice,Investment_Profile
CUST-8265,65,Female,325059,Hyderabad,7353,DMart,83653,Facebook,2,Positive,2,690,1,Home Loan,16002,8223,23012,8456,75,Increase Savings,Fixed Deposits
CUST-8266,45,Male,1915018,Kolkata,8966,Myntra,98249,Facebook,70,Positive,4,315,1,Car Loan,5579,8697,4365,27632,91,Increase Savings,Bonds
CUST-8267,73,Female,809030,Delhi,3724,Reliance Digital,99698,Facebook,66,Negative,1,534,4,Credit Card Offer,8181,1180,32216,26448,96,Increase Savings,Bonds
CUST-8268,74,Female,1091202,Mumbai,6444,Myntra,88468,LinkedIn,34,Positive,5,340,5,Car Loan,661,6011,35533,23124,25,Invest in Mutual Funds,Bonds
CUST-8269,57,Female,323187,Pune,7830,Amazon,31226,LinkedIn,25,Positive,4,358,0,Credit Card Offer,8609,7139,21093,9161,14,Consider a Loan,Fixed Deposits
CUST-8270,45,Male,1447839,Bangalore,4749,Reliance Digital,89035,Facebook,79,Positive,3,613,0,Car Loan,12780,1556,44259,34052,69,Consider a Loan,Stocks
CUST-8271,60,Male,1831596,Jaipur,3676,DMart,48837,LinkedIn,80,Neutral,2,809,2,Home Loan,2129,9140,21345,45984,38,Reduce Spending,Gold
CUST-8272,39,Female,679690,Pune,5709,Amazon,46668,Facebook,69,Neutral,5,546,3,Car Loan,17080,9347,21616,33613,87,Reduce Spending,Gold
CUST-8273,38,Female,2326812,Kolkata,7246,Reliance Digital,21446,Twitter,66,Positive,2,596,1,Credit Card Offer,9678,1540,26003,39531,49,Invest in Mutual Funds,Gold
CUST-8274,50,Male,1933847,Chennai,9762,DMart,95129,Instagram,82,Negative,3,730,3,Home Loan,664,5447,31674,27155,73,Increase Savings,Stocks
CUST-8275,71,Female,536237,Ahmedabad,1255,Flipkart,70471,Twitter,32,Negative,5,738,1,Home Loan,18154,6736,28039,31237,63,Consider a Loan,Gold
CUST-8276,50,Male,389310,Pune,3125,Reliance Digital,66312,LinkedIn,45,Positive,2,339,5,Home Loan,6526,4029,17747,49637,71,Reduce Spending,Stocks
CUST-8277,50,Male,1654880,Mumbai,196,Flipkart,20610,Instagram,26,Neutral,2,831,5,Credit Card Offer,939,7324,16595,40190,55,Reduce Spending,Gold
CUST-8278,58,Male,860044,Lucknow,9974,Amazon,85209,LinkedIn,29,Negative,5,566,0,Personal Loan,8782,9074,28902,21955,63,Consider a Loan,Fixed Deposits
CUST-8279,32,Female,1102116,Pune,3151,Amazon,89850,LinkedIn,17,Negative,1,526,1,Personal Loan,18322,584,43678,40078,38,Invest in Mutual Funds,Gold
CUST-8280,65,Male,1316469,Ahmedabad,6548,Big Bazaar,77590,Facebook,23,Neutral,5,830,4,Home Loan,10943,14330,39147,7487,9,Reduce Spending,Stocks
CUST-8281,71,Male,2335123,Ahmedabad,1532,Big Bazaar,68477,Twitter,8,Neutral,5,437,0,Home Loan,14045,8823,42603,6602,35,Reduce Spending,Fixed Deposits
CUST-8282,63,Female,1541304,Chennai,6306,Myntra,73178,Twitter,57,Neutral,2,608,4,Car Loan,11631,2197,17290,47739,37,Consider a Loan,Fixed Deposits
CUST-8283,37,Male,1391454,Chennai,8135,Myntra,40172,Facebook,47,Neutral,4,849,4,Home Loan,6722,3140,33977,19840,63,Increase Savings,Gold
CUST-8284,24,Female,1049123,Chennai,4596,Amazon,96470,Instagram,46,Neutral,5,301,4,Personal Loan,15284,13157,21051,5426,81,Consider a Loan,Fixed Deposits
CUST-8285,26,Female,307974,Kolkata,5807,Reliance Digital,6593,Twitter,2,Neutral,2,304,3,Home Loan,5876,4118,25826,39982,39,Reduce Spending,Stocks
CUST-8286,73,Female,830199,Delhi,7333,Reliance Digital,69214,Instagram,84,Positive,4,650,1,Car Loan,15910,14976,37186,8163,10,Increase Savings,Stocks
CUST-8287,49,Male,2405723,Mumbai,5741,Amazon,37270,LinkedIn,94,Positive,5,778,4,Credit Card Offer,3131,6989,6579,1729,0,Increase Savings,Fixed Deposits
CUST-8288,65,Female,1445224,Pune,9745,Big Bazaar,63239,Instagram,12,Negative,2,835,5,Car Loan,13867,794,44886,46228,61,Consider a Loan,Gold
CUST-8289,57,Female,2036144,Ahmedabad,9105,DMart,70521,Instagram,11,Positive,5,827,1,Credit Card Offer,5040,1964,3449,43738,3,Consider a Loan,Gold
CUST-8290,51,Female,751654,Bangalore,8812,Myntra,57225,LinkedIn,75,Neutral,1,757,3,Car Loan,1798,1919,43248,15902,95,Reduce Spending,Fixed Deposits
CUST-8291,68,Female,1437468,Kolkata,3070,DMart,15113,Twitter,11,Negative,3,625,1,Credit Card Offer,18308,4786,25809,10610,63,Invest in Mutual Funds,Fixed Deposits
CUST-8292,18,Female,864781,Ahmedabad,3806,Amazon,81183,Facebook,63,Neutral,2,771,4,Personal Loan,10099,8327,31006,35333,31,Consider a Loan,Fixed Deposits
CUST-8293,41,Female,2045649,Kolkata,1680,Myntra,88143,LinkedIn,70,Positive,5,654,1,Home Loan,17063,13297,49280,3567,94,Increase Savings,Bonds
CUST-8294,48,Male,790378,Ahmedabad,352,Reliance Digital,11173,Facebook,14,Neutral,2,710,1,Personal Loan,18536,13090,45652,17745,17,Increase Savings,Gold
CUST-8295,70,Female,2322927,Pune,9412,Amazon,33806,Twitter,35,Positive,2,642,4,Car Loan,5439,12847,42085,9001,90,Increase Savings,Fixed Deposits
CUST-8296,73,Male,2352804,Bangalore,394,Myntra,90600,Instagram,27,Positive,5,382,3,Personal Loan,2831,3598,24757,29669,83,Consider a Loan,Gold
CUST-8297,58,Female,571482,Ahmedabad,9974,Reliance Digital,6819,Facebook,73,Neutral,5,495,5,Car Loan,10057,5826,7466,34710,93,Reduce Spending,Stocks
CUST-8298,72,Female,1703902,Kolkata,5267,Myntra,59826,Twitter,89,Negative,5,621,1,Credit Card Offer,15759,10466,49459,26364,14,Reduce Spending,Bonds
CUST-8299,58,Female,1350853,Lucknow,4531,Reliance Digital,40536,Twitter,15,Positive,2,569,1,Home Loan,13782,3798,4210,44533,92,Reduce Spending,Stocks
CUST-8300,75,Male,984517,Kolkata,4943,Amazon,95358,Twitter,64,Negative,3,389,2,Home Loan,13931,7055,48545,40363,50,Increase Savings,Fixed Deposits
CUST-8301,21,Female,579588,Pune,7313,DMart,49571,Twitter,97,Negative,1,637,3,Home Loan,3232,6591,30301,5219,94,Increase Savings,Gold
CUST-8302,55,Female,498032,Jaipur,3062,Big Bazaar,89615,Facebook,35,Negative,5,778,4,Credit Card Offer,19842,4377,19009,25655,30,Consider a Loan,Gold
CUST-8303,25,Male,1961016,Ahmedabad,6589,Reliance Digital,63340,Instagram,60,Positive,2,827,0,Personal Loan,18470,11734,27046,10390,88,Consider a Loan,Stocks
CUST-8304,30,Female,1665793,Bangalore,2436,Amazon,89854,Twitter,86,Negative,4,556,5,Car Loan,5339,8640,15598,47268,16,Consider a Loan,Fixed Deposits
CUST-8305,68,Male,2050496,Delhi,4917,Reliance Digital,90403,Instagram,41,Negative,1,622,5,Personal Loan,11745,2030,6537,1169,69,Increase Savings,Gold
CUST-8306,42,Male,1369162,Hyderabad,9007,Big Bazaar,77027,Facebook,55,Neutral,3,531,5,Car Loan,17004,10701,27223,44832,0,Reduce Spending,Gold
CUST-8307,41,Male,1199540,Bangalore,6667,Reliance Digital,77171,Instagram,4,Neutral,2,761,1,Home Loan,12394,2280,5459,36894,36,Invest in Mutual Funds,Gold
CUST-8308,29,Male,2129338,Delhi,5012,Big Bazaar,95691,Twitter,49,Neutral,3,466,4,Home Loan,1729,7312,41808,7079,99,Consider a Loan,Stocks
CUST-8309,70,Female,2155787,Pune,4669,Reliance Digital,6970,Instagram,22,Positive,4,831,5,Car Loan,19407,6125,13660,34106,23,Reduce Spending,Gold
CUST-8310,34,Male,333791,Mumbai,9205,Reliance Digital,64020,LinkedIn,98,Negative,2,779,2,Car Loan,9636,12757,19917,19518,93,Increase Savings,Bonds
CUST-8311,47,Female,350928,Jaipur,4103,Flipkart,15939,LinkedIn,70,Negative,5,409,1,Personal Loan,2428,3960,15410,18779,87,Reduce Spending,Gold
CUST-8312,25,Male,1111954,Kolkata,780,Reliance Digital,25262,LinkedIn,32,Neutral,1,417,1,Personal Loan,3979,12519,42763,14738,14,Reduce Spending,Gold
CUST-8313,40,Male,654603,Kolkata,1204,Flipkart,6843,Instagram,21,Neutral,5,524,1,Personal Loan,608,14848,11123,18976,12,Increase Savings,Bonds
CUST-8314,69,Female,888070,Delhi,9967,Big Bazaar,48212,LinkedIn,6,Positive,4,775,4,Car Loan,1048,9986,23638,22306,64,Invest in Mutual Funds,Bonds
CUST-8315,34,Female,1564649,Pune,8914,DMart,30877,LinkedIn,32,Negative,4,313,5,Personal Loan,13596,14908,21902,24802,46,Consider a Loan,Bonds
CUST-8316,59,Female,2391657,Pune,6990,Amazon,56668,Twitter,38,Positive,5,308,4,Home Loan,6833,14386,43825,12555,43,Reduce Spending,Stocks
CUST-8317,53,Male,1955890,Hyderabad,7602,Reliance Digital,69584,Instagram,92,Neutral,3,720,2,Car Loan,7167,9485,38578,1907,0,Consider a Loan,Stocks
CUST-8318,28,Male,1762531,Lucknow,2687,DMart,84636,Twitter,46,Positive,3,604,0,Personal Loan,8781,6433,2589,8889,70,Reduce Spending,Bonds
CUST-8319,72,Female,2268597,Kolkata,859,Reliance Digital,94697,Twitter,87,Positive,4,692,2,Home Loan,14060,13946,6370,32027,67,Consider a Loan,Stocks
CUST-8320,62,Female,2014303,Chennai,259,DMart,12255,LinkedIn,50,Positive,4,721,4,Personal Loan,9196,11277,9728,5138,4,Consider a Loan,Stocks
CUST-8321,71,Female,392959,Ahmedabad,5759,Flipkart,23101,Facebook,30,Negative,3,753,4,Home Loan,18849,4784,31668,3293,92,Increase Savings,Stocks
CUST-8322,73,Female,1874440,Bangalore,5627,Reliance Digital,99098,Facebook,62,Neutral,1,519,5,Car Loan,3188,10855,14382,34791,38,Reduce Spending,Fixed Deposits
CUST-8323,64,Female,1083320,Mumbai,6464,Myntra,46015,Twitter,55,Neutral,2,559,1,Car Loan,11240,1465,17386,49867,17,Consider a Loan,Fixed Deposits
CUST-8324,56,Female,1315480,Bangalore,5132,Flipkart,20528,Instagram,77,Positive,4,641,4,Personal Loan,10360,6218,22808,12002,60,Invest in Mutual Funds,Bonds
CUST-8325,37,Female,549560,Chennai,7631,Reliance Digital,35493,Facebook,4,Positive,3,826,1,Credit Card Offer,5990,3864,45785,20294,80,Reduce Spending,Bonds
CUST-8326,37,Male,718822,Bangalore,7045,Amazon,37714,Facebook,82,Positive,4,778,1,Personal Loan,13922,6827,36165,17376,90,Consider a Loan,Stocks
CUST-8327,38,Male,798184,Kolkata,5077,Amazon,58331,LinkedIn,86,Negative,5,621,3,Credit Card Offer,10224,9107,5679,46500,29,Invest in Mutual Funds,Stocks
CUST-8328,20,Male,646630,Bangalore,7246,Amazon,26133,Facebook,28,Positive,4,723,1,Credit Card Offer,7876,12335,25855,28956,42,Reduce Spending,Bonds
CUST-8329,65,Female,2387776,Jaipur,9655,Amazon,85469,Instagram,61,Negative,4,843,1,Credit Card Offer,3979,6130,44487,23597,55,Invest in Mutual Funds,Fixed Deposits
CUST-8330,57,Female,562835,Kolkata,6472,Myntra,23918,Twitter,87,Neutral,5,590,0,Personal Loan,11316,2117,18349,25012,99,Reduce Spending,Bonds
CUST-8331,25,Male,1673322,Chennai,9690,Amazon,77516,Instagram,24,Neutral,4,773,1,Home Loan,17934,3684,19807,46269,29,Consider a Loan,Fixed Deposits
CUST-8332,25,Male,1978387,Delhi,9396,Reliance Digital,75671,LinkedIn,67,Neutral,4,729,5,Home Loan,3199,5260,36517,12235,29,Increase Savings,Fixed Deposits
CUST-8333,74,Female,739919,Kolkata,7798,Flipkart,58062,LinkedIn,52,Positive,1,400,0,Car Loan,4000,4804,27033,45899,45,Consider a Loan,Gold
CUST-8334,55,Male,1245039,Kolkata,6728,Amazon,28285,LinkedIn,71,Positive,1,391,5,Credit Card Offer,6164,10621,31204,33328,26,Consider a Loan,Bonds
CUST-8335,51,Female,2299813,Hyderabad,6740,Reliance Digital,94219,Twitter,87,Positive,5,801,1,Credit Card Offer,4947,4068,24988,13017,29,Consider a Loan,Gold
CUST-8336,32,Male,444217,Delhi,6749,Big Bazaar,16621,LinkedIn,26,Positive,2,661,3,Home Loan,15654,4132,37101,39424,70,Reduce Spending,Gold
CUST-8337,26,Male,435818,Hyderabad,3660,Big Bazaar,24697,Instagram,9,Negative,5,609,5,Home Loan,12342,7529,1943,16572,27,Increase Savings,Stocks
CUST-8338,58,Male,2022344,Delhi,1208,Amazon,38983,Facebook,99,Positive,1,501,2,Home Loan,14491,2066,37516,23895,71,Reduce Spending,Fixed Deposits
CUST-8339,44,Female,1061323,Chennai,9075,Amazon,76933,LinkedIn,57,Negative,3,640,4,Credit Card Offer,12069,8407,30894,7314,93,Increase Savings,Gold
CUST-8340,67,Male,2474451,Chennai,1223,Reliance Digital,91034,LinkedIn,46,Neutral,5,372,0,Personal Loan,13800,11590,27426,37688,78,Reduce Spending,Gold
CUST-8341,47,Male,1258963,Jaipur,2624,Flipkart,81816,Twitter,15,Neutral,4,579,2,Personal Loan,4840,2480,34052,11576,95,Reduce Spending,Fixed Deposits
CUST-8342,58,Female,2468827,Lucknow,4872,Reliance Digital,6933,Facebook,87,Negative,3,772,4,Personal Loan,9131,7273,6050,48255,81,Consider a Loan,Bonds
CUST-8343,33,Female,1450417,Ahmedabad,5889,Myntra,49769,Twitter,68,Positive,4,663,4,Home Loan,19798,10516,6006,14278,48,Reduce Spending,Bonds
CUST-8344,74,Female,1613821,Pune,4619,Flipkart,81953,Facebook,23,Positive,2,690,3,Personal Loan,16852,8877,37729,38762,44,Invest in Mutual Funds,Stocks
CUST-8345,67,Male,1188221,Lucknow,907,Big Bazaar,32488,Instagram,29,Negative,5,717,1,Car Loan,3102,8272,16145,1784,45,Consider a Loan,Gold
CUST-8346,75,Male,1450999,Kolkata,7201,Reliance Digital,57020,Facebook,22,Positive,2,454,2,Credit Card Offer,1946,6472,16683,36701,43,Increase Savings,Gold
CUST-8347,35,Female,1389302,Mumbai,4918,Myntra,15981,Twitter,68,Positive,2,606,2,Car Loan,14025,2165,35172,7875,69,Reduce Spending,Stocks
CUST-8348,70,Male,2055329,Bangalore,1439,Big Bazaar,46118,Instagram,86,Negative,5,675,3,Credit Card Offer,9725,8716,34609,30382,42,Consider a Loan,Bonds
CUST-8349,61,Male,1998204,Chennai,3020,Flipkart,86247,Facebook,96,Negative,3,664,0,Credit Card Offer,5601,10452,22824,9904,18,Reduce Spending,Stocks
CUST-8350,23,Male,441358,Lucknow,7103,Amazon,43493,Instagram,98,Negative,4,769,0,Credit Card Offer,7940,6287,41296,43070,85,Increase Savings,Gold
CUST-8351,62,Female,1528547,Pune,409,Myntra,77594,Instagram,32,Neutral,4,402,1,Personal Loan,869,4025,7988,44762,8,Reduce Spending,Gold
CUST-8352,49,Female,1604394,Delhi,5021,DMart,39808,Instagram,42,Negative,2,314,0,Home Loan,919,1478,19138,41664,59,Invest in Mutual Funds,Bonds
CUST-8353,59,Female,1745905,Mumbai,8503,DMart,5384,Facebook,85,Positive,5,510,5,Personal Loan,15838,14927,6575,30614,68,Increase Savings,Stocks
CUST-8354,75,Female,1589637,Jaipur,1180,Big Bazaar,31416,Facebook,37,Negative,3,836,2,Home Loan,13588,2298,35909,39584,74,Consider a Loan,Fixed Deposits
CUST-8355,73,Female,2317283,Jaipur,4055,Amazon,84789,LinkedIn,28,Negative,4,598,4,Car Loan,14445,7516,9539,39188,99,Consider a Loan,Fixed Deposits
CUST-8356,51,Female,562102,Pune,1375,Amazon,86444,Facebook,10,Positive,4,738,3,Car Loan,13401,9447,1963,3892,4,Consider a Loan,Bonds
CUST-8357,23,Female,2038043,Pune,8772,Amazon,42874,Facebook,28,Neutral,3,683,0,Home Loan,5617,12940,13279,9315,40,Invest in Mutual Funds,Stocks
CUST-8358,44,Female,348261,Lucknow,426,Myntra,8568,Instagram,39,Negative,1,361,4,Credit Card Offer,10611,614,2616,45929,40,Increase Savings,Gold
CUST-8359,50,Male,2012015,Lucknow,1852,Flipkart,74781,Instagram,67,Neutral,2,356,4,Personal Loan,11081,6270,32245,44460,32,Consider a Loan,Gold
CUST-8360,27,Female,1676991,Lucknow,7026,DMart,78156,LinkedIn,37,Positive,1,621,1,Home Loan,17046,1707,30854,25022,38,Invest in Mutual Funds,Gold
CUST-8361,37,Male,1377760,Bangalore,3136,Reliance Digital,24793,LinkedIn,76,Negative,1,790,3,Personal Loan,9167,13821,12417,35728,2,Invest in Mutual Funds,Bonds
CUST-8362,50,Female,2061207,Chennai,7337,Amazon,79114,LinkedIn,5,Negative,1,707,2,Car Loan,10629,9560,48786,43061,5,Increase Savings,Stocks
CUST-8363,59,Male,1821635,Chennai,8959,DMart,93574,LinkedIn,86,Positive,5,490,3,Credit Card Offer,1729,14363,49584,4721,23,Reduce Spending,Stocks
CUST-8364,22,Male,2024465,Jaipur,3574,Reliance Digital,61708,Twitter,29,Neutral,2,473,4,Credit Card Offer,14268,7064,12535,8003,5,Reduce Spending,Fixed Deposits
CUST-8365,24,Female,2095393,Hyderabad,7665,Flipkart,83205,Facebook,15,Positive,5,504,3,Personal Loan,14576,6251,19026,21940,88,Increase Savings,Bonds
CUST-8366,41,Male,1319612,Lucknow,2335,Amazon,81928,Twitter,5,Negative,4,768,2,Personal Loan,8237,538,20252,30610,82,Consider a Loan,Stocks
CUST-8367,50,Male,634381,Jaipur,1020,Big Bazaar,30567,LinkedIn,56,Negative,4,779,2,Personal Loan,8025,683,38475,44188,44,Reduce Spending,Fixed Deposits
CUST-8368,45,Female,581445,Pune,5533,Myntra,40342,LinkedIn,75,Neutral,2,429,4,Home Loan,9607,5863,20233,48607,2,Consider a Loan,Fixed Deposits
CUST-8369,51,Male,1648516,Hyderabad,2321,Reliance Digital,7362,Instagram,96,Negative,4,579,1,Personal Loan,17931,2023,45862,3402,7,Reduce Spending,Bonds
CUST-8370,29,Female,946900,Delhi,1943,Big Bazaar,82735,LinkedIn,27,Negative,4,412,4,Personal Loan,13245,6072,24911,12677,73,Increase Savings,Fixed Deposits
CUST-8371,48,Female,656707,Chennai,976,Flipkart,51060,Twitter,46,Positive,2,592,2,Home Loan,16951,1709,41950,32896,78,Consider a Loan,Gold
CUST-8372,74,Female,1188101,Delhi,4762,Big Bazaar,85302,Instagram,47,Negative,1,373,2,Home Loan,8524,9404,25561,38896,43,Reduce Spending,Fixed Deposits
CUST-8373,46,Male,565200,Chennai,6071,Amazon,54484,Facebook,72,Negative,4,387,0,Car Loan,9373,13948,16700,42566,29,Reduce Spending,Fixed Deposits
CUST-8374,22,Male,1460462,Hyderabad,3564,Myntra,12724,Twitter,1,Positive,4,566,5,Personal Loan,7280,6365,34112,13660,39,Invest in Mutual Funds,Fixed Deposits
CUST-8375,46,Male,1703342,Lucknow,9416,Amazon,48833,Instagram,6,Neutral,1,834,2,Home Loan,13174,7111,41491,21267,58,Invest in Mutual Funds,Fixed Deposits
CUST-8376,66,Female,773338,Chennai,3374,Reliance Digital,69928,LinkedIn,80,Negative,2,386,1,Home Loan,3262,3114,30939,4895,25,Invest in Mutual Funds,Gold
CUST-8377,20,Male,1773135,Lucknow,7150,DMart,90814,Instagram,2,Neutral,3,586,5,Car Loan,2243,8603,20390,40050,30,Reduce Spending,Stocks
CUST-8378,27,Female,542265,Bangalore,7903,Reliance Digital,64025,Twitter,43,Negative,3,502,3,Home Loan,19094,12042,8308,14358,65,Consider a Loan,Gold
CUST-8379,31,Male,1463070,Hyderabad,651,DMart,92159,Instagram,29,Neutral,3,363,2,Car Loan,6764,14242,4180,36034,23,Invest in Mutual Funds,Fixed Deposits
CUST-8380,26,Male,1714292,Hyderabad,3903,Big Bazaar,95594,Twitter,7,Neutral,2,697,5,Car Loan,18846,3572,45337,22679,25,Increase Savings,Fixed Deposits
CUST-8381,24,Male,1618977,Hyderabad,8533,DMart,14961,LinkedIn,22,Positive,4,360,1,Credit Card Offer,13178,9118,31872,14263,26,Invest in Mutual Funds,Gold
CUST-8382,31,Male,2292763,Jaipur,547,DMart,55852,Facebook,36,Neutral,4,501,3,Home Loan,19921,2671,22253,22595,100,Invest in Mutual Funds,Stocks
CUST-8383,50,Female,818815,Bangalore,7274,DMart,56881,Facebook,49,Negative,3,695,4,Car Loan,15123,4968,29653,21587,49,Invest in Mutual Funds,Gold
CUST-8384,56,Female,2497881,Lucknow,3165,DMart,90957,Instagram,86,Neutral,4,605,1,Car Loan,7339,14262,14255,47971,49,Consider a Loan,Bonds
CUST-8385,24,Female,1313288,Lucknow,2470,Amazon,5265,Twitter,12,Neutral,5,677,1,Personal Loan,19649,11787,26871,5904,55,Invest in Mutual Funds,Fixed Deposits
CUST-8386,22,Female,331515,Kolkata,1419,Reliance Digital,46493,LinkedIn,14,Neutral,1,446,1,Home Loan,3565,13750,7854,43475,4,Consider a Loan,Fixed Deposits
CUST-8387,31,Female,336774,Bangalore,8254,Amazon,52246,Twitter,60,Neutral,3,604,1,Car Loan,12230,14541,35146,3388,77,Consider a Loan,Fixed Deposits
CUST-8388,74,Male,1850416,Lucknow,6776,Big Bazaar,75313,Facebook,69,Negative,4,493,3,Car Loan,9548,13677,3612,22130,44,Increase Savings,Stocks
CUST-8389,40,Female,1409677,Delhi,1217,Flipkart,34920,LinkedIn,27,Negative,5,391,1,Home Loan,19340,3628,8991,39345,12,Consider a Loan,Stocks
CUST-8390,36,Female,623313,Jaipur,3256,Amazon,25944,LinkedIn,10,Positive,2,563,1,Home Loan,13072,1036,39692,20018,54,Consider a Loan,Gold
CUST-8391,47,Male,1014560,Lucknow,3683,Flipkart,60298,LinkedIn,35,Positive,2,681,2,Car Loan,10530,12709,10726,7204,49,Increase Savings,Gold
CUST-8392,35,Male,1239089,Bangalore,5409,Flipkart,63529,Instagram,24,Neutral,3,568,5,Credit Card Offer,1324,10925,3210,21977,79,Increase Savings,Gold
CUST-8393,68,Female,1166813,Pune,3037,Big Bazaar,37818,Facebook,86,Negative,5,481,2,Car Loan,10433,14111,39518,23925,61,Consider a Loan,Gold
CUST-8394,53,Male,1388990,Kolkata,2095,Big Bazaar,46299,Instagram,58,Negative,5,753,2,Home Loan,10585,9025,5405,3833,86,Increase Savings,Fixed Deposits
CUST-8395,54,Female,543701,Bangalore,5445,Big Bazaar,62851,Twitter,12,Positive,3,326,5,Personal Loan,13874,11136,12773,17430,39,Reduce Spending,Stocks
CUST-8396,58,Male,955258,Hyderabad,5567,Amazon,90757,Twitter,18,Negative,3,766,0,Credit Card Offer,10969,8056,3914,16658,41,Invest in Mutual Funds,Stocks
CUST-8397,45,Male,2138493,Kolkata,2478,Big Bazaar,50081,Facebook,11,Negative,1,396,0,Credit Card Offer,6258,11040,41344,6391,44,Reduce Spending,Bonds
CUST-8398,19,Male,1074668,Bangalore,7751,Myntra,81903,Twitter,47,Neutral,2,791,0,Personal Loan,15511,10430,43656,41408,18,Consider a Loan,Fixed Deposits
CUST-8399,39,Female,1363907,Lucknow,2871,Big Bazaar,78506,Twitter,67,Neutral,3,612,0,Car Loan,5045,6035,18967,46954,22,Invest in Mutual Funds,Gold
CUST-8400,27,Female,494693,Bangalore,5412,Amazon,36388,Facebook,36,Negative,3,490,5,Home Loan,1330,7272,40683,6326,78,Invest in Mutual Funds,Bonds
CUST-8401,75,Female,2393144,Lucknow,7748,Myntra,7475,Facebook,26,Positive,5,840,3,Home Loan,4698,2776,3961,8279,30,Invest in Mutual Funds,Stocks
CUST-8402,44,Female,1323809,Kolkata,3388,Big Bazaar,5204,Facebook,87,Positive,1,803,3,Car Loan,8701,5900,35903,5792,12,Reduce Spending,Bonds
CUST-8403,38,Male,1109610,Mumbai,6161,DMart,45963,Facebook,97,Negative,1,770,5,Home Loan,4114,1196,37908,33684,14,Invest in Mutual Funds,Gold
CUST-8404,38,Male,743706,Mumbai,1898,Reliance Digital,98264,Facebook,88,Neutral,5,740,0,Personal Loan,12347,8404,32524,25835,52,Reduce Spending,Gold
CUST-8405,45,Female,1285127,Kolkata,2668,Myntra,22806,LinkedIn,3,Negative,3,840,3,Car Loan,19807,11787,48160,3863,21,Reduce Spending,Stocks
CUST-8406,57,Female,2256099,Pune,5379,Myntra,11348,Facebook,7,Negative,2,493,5,Personal Loan,14985,6482,14776,10079,95,Increase Savings,Bonds
CUST-8407,36,Female,2269331,Pune,7989,Amazon,89563,Facebook,91,Negative,1,549,4,Home Loan,9504,8004,23632,27149,13,Consider a Loan,Gold
CUST-8408,48,Female,2270344,Kolkata,9076,Flipkart,27740,LinkedIn,9,Negative,5,690,4,Credit Card Offer,18059,2961,10786,25124,23,Invest in Mutual Funds,Gold
CUST-8409,28,Male,681714,Bangalore,2660,DMart,26127,Instagram,10,Neutral,1,499,5,Credit Card Offer,18036,4874,34715,39745,57,Invest in Mutual Funds,Fixed Deposits
CUST-8410,42,Female,1060143,Chennai,5806,Reliance Digital,30032,Facebook,11,Negative,5,762,0,Personal Loan,2721,6870,37241,13111,3,Reduce Spending,Bonds
CUST-8411,48,Male,569497,Mumbai,9798,Big Bazaar,24976,Twitter,73,Negative,1,524,4,Personal Loan,835,6483,19808,30394,79,Consider a Loan,Bonds
CUST-8412,60,Male,2112068,Mumbai,5662,Myntra,25742,Instagram,34,Neutral,3,736,0,Car Loan,1447,8120,13212,34485,74,Invest in Mutual Funds,Stocks
CUST-8413,67,Female,2293421,Chennai,9973,DMart,5376,Twitter,46,Negative,4,442,4,Home Loan,9764,8552,9117,27840,58,Increase Savings,Gold
CUST-8414,30,Male,2136539,Hyderabad,8382,DMart,73081,Twitter,61,Positive,5,451,5,Credit Card Offer,10509,12842,35507,8851,49,Consider a Loan,Bonds
CUST-8415,51,Female,1854523,Pune,6861,Myntra,69843,LinkedIn,3,Negative,5,614,3,Home Loan,9008,14449,34845,4157,82,Reduce Spending,Gold
CUST-8416,37,Male,781617,Ahmedabad,5943,DMart,84756,Facebook,55,Neutral,1,849,3,Home Loan,10267,8706,41522,43253,10,Invest in Mutual Funds,Bonds
CUST-8417,70,Male,686324,Bangalore,2507,DMart,90452,Instagram,61,Neutral,1,660,0,Car Loan,2023,743,27165,35729,5,Invest in Mutual Funds,Fixed Deposits
CUST-8418,43,Female,1196476,Chennai,270,Big Bazaar,6793,LinkedIn,55,Neutral,5,434,0,Car Loan,10465,6167,1306,21273,74,Invest in Mutual Funds,Stocks
CUST-8419,63,Male,1113011,Mumbai,7857,Myntra,76010,Instagram,29,Negative,3,814,2,Personal Loan,16450,1206,17724,40183,45,Consider a Loan,Stocks
CUST-8420,40,Male,312619,Hyderabad,2304,Myntra,28084,Facebook,12,Neutral,3,451,5,Personal Loan,12797,4330,26246,37759,62,Consider a Loan,Gold
CUST-8421,42,Female,1793657,Kolkata,3201,Reliance Digital,81426,Facebook,43,Negative,1,798,1,Home Loan,6549,545,24311,2541,15,Reduce Spending,Bonds
CUST-8422,35,Male,1701802,Hyderabad,8927,DMart,6561,Instagram,22,Negative,1,824,2,Personal Loan,16713,9516,4220,20612,81,Increase Savings,Gold
CUST-8423,61,Male,1108108,Mumbai,7655,Big Bazaar,36889,LinkedIn,55,Neutral,1,563,5,Home Loan,7743,1575,48010,27144,19,Invest in Mutual Funds,Bonds
CUST-8424,52,Male,1068660,Pune,3120,Amazon,33296,LinkedIn,81,Positive,3,408,5,Car Loan,10488,6602,7094,43052,31,Reduce Spending,Gold
