business_id,business_name,industry,annual_revenue,annual_expenses,profit_margin,credit_score,loan_amount,risk_category,social_media_presence,customer_sentiment_score
BUS-07488,Business_7488,Manufacturing,2505289.52,137534.5,94.51,646,151251.79,Medium,3439940,2.3
BUS-07489,Business_7489,Technology,21307587.99,17209563.81,19.23,415,4432006.85,High,1246097,3.27
BUS-07490,Business_7490,Technology,9561819.57,4654299.81,51.32,584,1071402.12,Medium,4477154,3.96
BUS-07491,Business_7491,Real Estate,7850343.64,6142826.6,21.75,762,1629941.96,Low,4017558,4.5
BUS-07492,Business_7492,Real Estate,35747877.17,15097838.29,57.77,819,1534579.33,Low,4086300,3.35
BUS-07493,Business_7493,Education,7536152.3,5802240.98,23.01,453,1902545.41,High,1698723,2.44
BUS-07494,Business_7494,Education,10627111.71,5173789.16,51.32,465,859685.49,High,433952,2.43
BUS-07495,Business_7495,Manufacturing,17649202.72,5424337.78,69.27,658,30451.39,Medium,3213954,1.73
BUS-07496,Business_7496,Finance,15112743.61,8044695.73,46.77,459,2810904.68,High,1190526,2.41
BUS-07497,Business_7497,Manufacturing,43896437.83,32688733.3,25.53,405,7031133.51,High,3623192,1.13
BUS-07498,Business_7498,Education,34312867.36,17814754.44,48.08,706,9570182.81,Low,8107,2.15
BUS-07499,Business_7499,Technology,3865186.52,653314.62,83.1,350,126355.8,High,3760786,2.12
BUS-07500,Business_7500,Finance,22433472.13,1248126.61,94.44,689,5121100.35,Medium,5882,4.6
BUS-07501,Business_7501,Manufacturing,11699177.18,3700687.05,68.37,573,1299870.2,Medium,4535249,2.29
BUS-07502,Business_7502,Finance,8596204.95,2764033.29,67.85,744,581797.39,Low,3521075,1.16
BUS-07503,Business_7503,Retail,47532942.31,6772359.49,85.75,487,12124346.75,High,2125763,1.93
BUS-07504,Business_7504,Manufacturing,12013311.79,9004234.37,25.05,613,49418.14,Medium,2115081,4.58
BUS-07505,Business_7505,Technology,47927338.15,32194017.86,32.83,460,12547832.75,High,209320,2.97
BUS-07506,Business_7506,Technology,14989210.18,302116.54,97.98,422,65743.22,High,1099557,1.92
BUS-07507,Business_7507,Technology,43023217.81,33543745.34,22.03,452,11495828.93,High,1243611,2.07
BUS-07508,Business_7508,Real Estate,17668377.29,5205634.72,70.54,336,2624089.34,High,4418408,3.15
BUS-07509,Business_7509,Education,26039423.93,15350611.05,41.05,829,3559777.7,Low,459920,4.53
BUS-07510,Business_7510,Finance,46012557.47,19207465.14,58.26,745,3202253.14,Low,3373254,2.62
BUS-07511,Business_7511,Healthcare,17211223.42,6124948.7,64.41,584,2044259.86,Medium,541002,2.24
BUS-07512,Business_7512,Education,4554263.68,1973737.11,56.66,596,697482.53,Medium,400308,1.55
BUS-07513,Business_7513,Education,20343444.43,3279360.57,83.88,506,3815799.52,Medium,2245003,3.79
BUS-07514,Business_7514,Education,8957729.48,2124077.52,76.29,573,387868.18,Medium,4466619,2.55
BUS-07515,Business_7515,Technology,24582582.76,283849.78,98.85,575,1190140.4,Medium,3081750,4.64
BUS-07516,Business_7516,Manufacturing,21638910.77,18338737.3,15.25,412,2927407.58,High,2010787,2.76
BUS-07517,Business_7517,Education,49043397.43,42344131.21,13.66,534,6647929.54,Medium,3547067,2.72
BUS-07518,Business_7518,Retail,2386061.31,1057717.43,55.67,634,664501.69,Medium,1963036,3.48
BUS-07519,Business_7519,Healthcare,14618001.42,4680255.52,67.98,346,761246.17,High,3034400,1.27
BUS-07520,Business_7520,Education,42956974.43,3029169.56,92.95,531,3353397.42,Medium,2069526,2.05
BUS-07521,Business_7521,Real Estate,31047347.59,5226792.01,83.17,546,960162.17,Medium,2469410,1.71
BUS-07522,Business_7522,Retail,9145652.65,8019869.13,12.31,591,853486.81,Medium,2446623,3.17
BUS-07523,Business_7523,Education,8791658.9,2230143.55,74.63,610,2574743.65,Medium,537917,4.91
BUS-07524,Business_7524,Healthcare,38612518.8,16072489.62,58.37,422,767719.64,High,850136,3.97
BUS-07525,Business_7525,Finance,2623728.5,993822.17,62.12,597,736034.0,Medium,2194541,1.75
BUS-07526,Business_7526,Education,9115301.53,3988220.53,56.25,322,1908936.06,High,3447969,2.15
BUS-07527,Business_7527,Technology,35069273.79,18565021.19,47.06,558,57673.74,Medium,3908319,4.66
BUS-07528,Business_7528,Technology,39139287.48,742236.6,98.1,434,11536765.21,High,3329535,3.83
BUS-07529,Business_7529,Real Estate,5368501.64,2256309.01,57.97,567,243185.05,Medium,1667507,4.59
BUS-07530,Business_7530,Manufacturing,42114333.8,31587532.81,25.0,342,9101535.38,High,1611583,2.53
BUS-07531,Business_7531,Manufacturing,45339049.75,35495260.37,21.71,633,6066569.11,Medium,1920553,3.89
BUS-07532,Business_7532,Retail,49982613.86,36084472.53,27.81,316,8435189.39,High,4000036,2.84
BUS-07533,Business_7533,Manufacturing,39367367.89,5969993.19,84.84,757,7731043.95,Low,2275312,3.28
BUS-07534,Business_7534,Technology,17565866.69,4800229.8,72.67,731,4479203.23,Low,4407537,3.05
BUS-07535,Business_7535,Healthcare,39794626.96,794188.05,98.0,635,9624783.71,Medium,1959248,2.87
BUS-07536,Business_7536,Retail,36852079.85,28149955.3,23.61,809,2961564.61,Low,1654562,2.22
BUS-07537,Business_7537,Technology,6217874.95,1795929.28,71.12,459,1735213.77,High,4840745,1.56
BUS-07538,Business_7538,Real Estate,22664153.93,7303430.66,67.78,604,4952485.24,Medium,2129820,1.88
BUS-07539,Business_7539,Technology,14568522.86,8544295.54,41.35,767,2553199.89,Low,330207,2.33
BUS-07540,Business_7540,Finance,24619627.31,14884059.98,39.54,319,1570755.65,High,2006302,4.76
BUS-07541,Business_7541,Retail,41180659.32,12204420.53,70.36,446,4700828.78,High,1728789,3.58
BUS-07542,Business_7542,Education,29595897.66,1726534.1,94.17,678,7143346.67,Medium,2050912,1.85
BUS-07543,Business_7543,Manufacturing,7986696.82,5152815.97,35.48,706,193123.65,Low,218037,2.4
BUS-07544,Business_7544,Real Estate,13104345.01,10017019.7,23.56,461,56325.5,High,2868327,2.95
BUS-07545,Business_7545,Education,30265690.54,26927700.01,11.03,838,3615779.29,Low,3097979,2.49
BUS-07546,Business_7546,Healthcare,21688814.82,10912740.34,49.68,787,1756503.05,Low,3198083,2.34
BUS-07547,Business_7547,Finance,8066937.64,3347123.36,58.51,813,1927565.07,Low,2621989,3.13
BUS-07548,Business_7548,Education,6297939.96,359180.37,94.3,506,108007.89,Medium,4642233,1.92
BUS-07549,Business_7549,Retail,679185.0,402868.63,40.68,421,51216.55,High,906812,4.99
BUS-07550,Business_7550,Manufacturing,42815298.41,24091620.05,43.73,609,8055923.01,Medium,914716,4.21
BUS-07551,Business_7551,Manufacturing,41558182.4,32863979.88,20.92,704,2733169.88,Low,602941,1.5
BUS-07552,Business_7552,Manufacturing,7277879.06,3892396.18,46.52,764,167875.09,Low,4631646,3.02
BUS-07553,Business_7553,Manufacturing,24476859.95,21917315.14,10.46,619,4771205.89,Medium,2244164,1.48
BUS-07554,Business_7554,Manufacturing,41370931.92,2661345.49,93.57,542,1873299.75,Medium,3995058,3.0
BUS-07555,Business_7555,Manufacturing,27828282.4,19881411.9,28.56,486,4840026.66,High,1004346,3.9
BUS-07556,Business_7556,Retail,18328388.3,12104101.05,33.96,302,4360911.05,High,867598,2.81
BUS-07557,Business_7557,Manufacturing,23672800.2,20705715.13,12.53,630,3640116.23,Medium,29375,2.38
BUS-07558,Business_7558,Real Estate,36236807.54,29600719.35,18.31,615,3761442.49,Medium,1772527,1.28
BUS-07559,Business_7559,Technology,13057446.74,8635976.49,33.86,730,1888022.46,Low,2255797,4.9
BUS-07560,Business_7560,Manufacturing,40548180.29,17913977.65,55.82,534,11601243.36,Medium,389819,1.4
BUS-07561,Business_7561,Education,31344566.09,27749497.63,11.47,521,4284683.92,Medium,1017398,2.81
BUS-07562,Business_7562,Manufacturing,33650175.63,14038239.08,58.28,799,9375699.29,Low,3654558,3.75
BUS-07563,Business_7563,Education,48671798.88,28117077.75,42.23,795,6905780.24,Low,1130980,3.81
BUS-07564,Business_7564,Retail,14516430.33,285359.79,98.03,711,2975787.99,Low,3521254,4.13
BUS-07565,Business_7565,Healthcare,14170944.23,12360651.73,12.77,780,1050633.02,Low,4275100,1.86
BUS-07566,Business_7566,Finance,19900905.93,17695213.43,11.08,446,5812766.58,High,2503765,2.6
BUS-07567,Business_7567,Real Estate,10552287.47,6540245.17,38.02,614,2582634.38,Medium,2838128,4.61
BUS-07568,Business_7568,Manufacturing,20096583.95,10526938.6,47.62,405,4967173.03,High,155729,3.68
BUS-07569,Business_7569,Education,20910655.85,7762050.91,62.88,325,1354636.99,High,1959638,4.84
BUS-07570,Business_7570,Retail,39613012.63,33505138.38,15.42,324,1037024.04,High,4288369,1.15
BUS-07571,Business_7571,Retail,36810240.32,24305629.24,33.97,513,3692798.74,Medium,2738235,3.84
BUS-07572,Business_7572,Manufacturing,35950432.16,19390189.83,46.06,625,5442924.61,Medium,1347189,2.2
BUS-07573,Business_7573,Technology,30536390.08,2591390.0,91.51,626,5085948.93,Medium,2061061,3.44
BUS-07574,Business_7574,Manufacturing,16976259.68,2066080.22,87.83,581,3412779.85,Medium,4252982,4.79
BUS-07575,Business_7575,Finance,46536034.57,8935276.74,80.8,632,2811154.14,Medium,4913074,3.27
BUS-07576,Business_7576,Healthcare,7244122.34,485023.37,93.3,614,2161694.82,Medium,1850699,3.58
BUS-07577,Business_7577,Real Estate,18981001.46,5517441.39,70.93,514,2063448.39,Medium,2520125,4.73
BUS-07578,Business_7578,Finance,9165869.21,1308428.12,85.72,345,601646.29,High,4703649,2.79
BUS-07579,Business_7579,Real Estate,33866815.55,15972265.05,52.84,478,6953824.76,High,4226879,4.24
BUS-07580,Business_7580,Technology,6256561.82,5581638.19,10.79,502,1057139.08,Medium,409697,2.34
BUS-07581,Business_7581,Real Estate,29749258.91,7917959.06,73.38,683,2618089.07,Medium,4781127,4.21
BUS-07582,Business_7582,Finance,36913037.59,6278901.95,82.99,454,5493042.75,High,2070705,1.12
BUS-07583,Business_7583,Finance,4388600.69,3101286.45,29.33,644,686714.84,Medium,2269227,4.54
BUS-07584,Business_7584,Education,38787541.2,30258303.62,21.99,607,9145373.45,Medium,4443169,1.52
BUS-07585,Business_7585,Retail,19632327.41,3556226.95,81.89,362,5281658.58,High,2695158,2.23
BUS-07586,Business_7586,Real Estate,9189647.59,6613381.34,28.03,757,1176198.63,Low,712373,2.41
BUS-07587,Business_7587,Real Estate,7930441.71,5524160.68,30.34,846,664054.3,Low,2232565,4.37
BUS-07588,Business_7588,Healthcare,49822161.07,10950219.03,78.02,362,8075083.77,High,3119027,2.38
BUS-07589,Business_7589,Manufacturing,23048446.24,3672514.8,84.07,815,755974.18,Low,201288,1.86
BUS-07590,Business_7590,Technology,14011568.82,9191321.81,34.4,546,3591280.26,Medium,2392845,1.52
BUS-07591,Business_7591,Real Estate,40492763.42,15022753.67,62.9,603,11828314.76,Medium,498207,4.69
BUS-07592,Business_7592,Healthcare,27044248.18,1766270.42,93.47,570,3578884.08,Medium,3701519,1.43
BUS-07593,Business_7593,Real Estate,25067486.09,20945349.99,16.44,726,2425432.9,Low,4955984,1.28
BUS-07594,Business_7594,Technology,6249317.15,3520877.5,43.66,636,1122078.18,Medium,3942220,4.7
BUS-07595,Business_7595,Technology,12351629.23,7106234.36,42.47,504,3647264.02,Medium,1200718,3.15
BUS-07596,Business_7596,Healthcare,7106745.88,1282701.73,81.95,502,785773.41,Medium,928668,2.22
BUS-07597,Business_7597,Education,9865645.77,7378500.79,25.21,426,1351894.51,High,3842092,1.8
BUS-07598,Business_7598,Healthcare,39921985.5,21885160.99,45.18,491,5245176.9,High,701914,3.45
BUS-07599,Business_7599,Manufacturing,48922494.63,23887563.43,51.17,470,8183389.56,High,45718,2.87
BUS-07600,Business_7600,Real Estate,4671580.76,1038736.51,77.76,669,1017310.27,Medium,593741,2.37
BUS-07601,Business_7601,Education,17950721.75,13692342.7,23.72,400,1775367.9,High,3609861,2.16
BUS-07602,Business_7602,Education,43298640.29,22365974.62,48.34,467,7677904.23,High,1870926,2.42
BUS-07603,Business_7603,Real Estate,47175012.06,15348945.92,67.46,696,6619652.91,Medium,2539190,2.79
BUS-07604,Business_7604,Retail,23701494.2,19416114.76,18.08,365,4984889.68,High,1307616,1.04
BUS-07605,Business_7605,Healthcare,29920298.87,15606638.83,47.84,694,7621353.45,Medium,2121833,4.4
BUS-07606,Business_7606,Education,1857692.29,399830.18,78.48,481,296463.62,High,3728548,2.8
BUS-07607,Business_7607,Education,12207996.15,8838666.17,27.6,361,2132782.69,High,3688427,4.1
BUS-07608,Business_7608,Technology,5736858.58,1442750.75,74.85,647,13343.54,Medium,1465443,4.17
BUS-07609,Business_7609,Finance,13920737.16,6006262.81,56.85,382,539332.31,High,4588523,1.08
BUS-07610,Business_7610,Finance,49223773.04,35854185.52,27.16,485,4773297.03,High,30635,3.56
BUS-07611,Business_7611,Real Estate,13355837.16,4402959.81,67.03,649,2445777.75,Medium,1837082,2.21
BUS-07612,Business_7612,Education,37005633.59,32086019.64,13.29,485,5450174.72,High,2200877,3.96
BUS-07613,Business_7613,Retail,26366080.26,7575238.56,71.27,712,4603493.09,Low,1680268,4.14
BUS-07614,Business_7614,Healthcare,18272563.33,6081278.15,66.72,719,3648186.23,Low,1045498,2.15
BUS-07615,Business_7615,Finance,9521534.04,6130477.87,35.61,617,433635.93,Medium,4469940,2.92
BUS-07616,Business_7616,Real Estate,10902453.94,6448467.55,40.85,491,1782971.53,High,1463491,1.75
BUS-07617,Business_7617,Education,36804397.1,5244410.74,85.75,814,3993585.32,Low,1498129,1.3
BUS-07618,Business_7618,Real Estate,38804378.06,8999936.7,76.81,481,9769636.45,High,4536661,2.95
BUS-07619,Business_7619,Real Estate,33588764.75,12357739.22,63.21,306,8968795.11,High,1610926,1.95
BUS-07620,Business_7620,Real Estate,37530252.55,7574284.34,79.82,797,7733888.33,Low,134174,3.68
BUS-07621,Business_7621,Healthcare,36039008.56,12438043.94,65.49,713,9845040.11,Low,3430358,3.84
BUS-07622,Business_7622,Education,15165944.5,11794734.56,22.23,769,985391.52,Low,1787978,4.72
BUS-07623,Business_7623,Real Estate,18061874.12,5377434.62,70.23,796,3774867.84,Low,1167698,3.22
BUS-07624,Business_7624,Real Estate,34452366.36,1892902.79,94.51,629,1882403.92,Medium,703858,3.46
BUS-07625,Business_7625,Education,35798578.98,25399040.47,29.05,766,1762093.34,Low,1441625,1.88
BUS-07626,Business_7626,Technology,27743939.01,1722083.4,93.79,666,4840562.57,Medium,4443429,2.55
BUS-07627,Business_7627,Manufacturing,10817429.3,7850633.01,27.43,392,1197129.61,High,1540281,1.09
BUS-07628,Business_7628,Retail,16215609.51,7082770.83,56.32,339,593508.1,High,1722586,4.35
BUS-07629,Business_7629,Finance,30925766.16,12061340.48,61.0,839,565.2,Low,437931,4.96
BUS-07630,Business_7630,Real Estate,33195871.4,6813112.24,79.48,370,746917.1,High,3891252,3.71
BUS-07631,Business_7631,Healthcare,6764381.05,5648455.72,16.5,578,252019.59,Medium,898814,1.7
BUS-07632,Business_7632,Technology,21111809.92,588770.83,97.21,326,865392.21,High,2004681,2.04
BUS-07633,Business_7633,Real Estate,38105951.12,186949.87,99.51,494,3573304.38,High,897794,1.94
BUS-07634,Business_7634,Education,9681229.13,3323749.87,65.67,425,2429627.74,High,3064734,1.57
BUS-07635,Business_7635,Real Estate,36956364.39,5662608.36,84.68,643,3231178.23,Medium,1921141,4.26
BUS-07636,Business_7636,Education,41318637.59,30625688.43,25.88,319,65398.82,High,563462,3.96
BUS-07637,Business_7637,Healthcare,14650601.14,3610497.58,75.36,573,4234858.67,Medium,2328516,4.63
BUS-07638,Business_7638,Retail,781955.6,690023.32,11.76,592,4097.96,Medium,3380096,1.31
BUS-07639,Business_7639,Healthcare,21179809.66,16358353.88,22.76,441,1665650.9,High,3934157,4.94
BUS-07640,Business_7640,Education,49058636.09,12192431.95,75.15,737,13807779.05,Low,4241344,4.14
BUS-07641,Business_7641,Finance,6660867.43,4641772.27,30.31,798,1361422.79,Low,2649511,3.98
BUS-07642,Business_7642,Retail,38442430.22,33259547.16,13.48,808,8474403.43,Low,3445262,3.85
BUS-07643,Business_7643,Finance,45074147.69,7410985.93,83.56,561,10384525.73,Medium,3267384,3.95
BUS-07644,Business_7644,Finance,43146521.13,1020894.01,97.63,528,9999979.85,Medium,1545917,4.09
BUS-07645,Business_7645,Real Estate,35291808.16,18974907.3,46.23,339,4754357.24,High,3130623,1.56
BUS-07646,Business_7646,Education,44472888.64,210571.46,99.53,813,12372643.46,Low,1022425,3.87
BUS-07647,Business_7647,Real Estate,26069509.45,2002533.94,92.32,316,7778440.4,High,4612631,1.44
BUS-07648,Business_7648,Manufacturing,1229356.1,711198.24,42.15,617,53731.14,Medium,4635615,5.0
BUS-07649,Business_7649,Finance,48589426.66,17586048.67,63.81,365,1128954.62,High,2023559,1.98
BUS-07650,Business_7650,Technology,25447094.68,16180709.41,36.41,442,5415807.19,High,2732616,4.97
BUS-07651,Business_7651,Retail,45648723.05,5645555.46,87.63,441,13288384.61,High,2002159,4.93
BUS-07652,Business_7652,Technology,44243695.8,22833615.45,48.39,382,357271.21,High,2074887,4.08
BUS-07653,Business_7653,Education,4630692.17,3743872.07,19.15,488,1176579.58,High,3983375,1.98
BUS-07654,Business_7654,Education,31205325.67,5169662.94,83.43,473,3854380.25,High,2424510,2.42
BUS-07655,Business_7655,Finance,20160834.83,1883573.96,90.66,755,3672907.51,Low,1568648,3.98
BUS-07656,Business_7656,Manufacturing,49091111.16,33064726.18,32.65,735,14602913.57,Low,4105543,1.25
BUS-07657,Business_7657,Education,10234688.15,6515271.18,36.34,584,543290.06,Medium,227745,2.41
BUS-07658,Business_7658,Education,48400581.14,15321851.88,68.34,329,11106266.18,High,598176,4.89
BUS-07659,Business_7659,Real Estate,7650922.35,4865477.95,36.41,462,2044315.36,High,3205956,1.32
BUS-07660,Business_7660,Finance,39793297.36,6830712.23,82.83,539,5212547.78,Medium,771530,1.9
BUS-07661,Business_7661,Manufacturing,48683574.33,30699570.15,36.94,426,6731909.65,High,4501358,3.92
BUS-07662,Business_7662,Retail,48441092.2,984731.44,97.97,352,11464325.97,High,2127380,3.89
BUS-07663,Business_7663,Finance,36035002.48,27857373.58,22.69,581,3703675.03,Medium,3306174,4.62
BUS-07664,Business_7664,Retail,20270987.09,2661233.18,86.87,463,2669971.68,High,4313718,2.86
BUS-07665,Business_7665,Healthcare,2660509.13,305270.4,88.53,436,201288.99,High,2689772,4.94
BUS-07666,Business_7666,Retail,28837128.36,8181982.69,71.63,353,6006971.37,High,4922646,3.27
BUS-07667,Business_7667,Retail,17528682.05,9855695.54,43.77,807,3247321.77,Low,3150141,1.11
BUS-07668,Business_7668,Education,19350275.66,713987.58,96.31,700,3798666.56,Low,562496,1.72
BUS-07669,Business_7669,Retail,35879325.26,30207099.74,15.81,319,7216213.54,High,1878672,3.47
BUS-07670,Business_7670,Technology,24144486.25,12897380.99,46.58,794,3342495.21,Low,4824168,4.42
BUS-07671,Business_7671,Retail,32534537.47,28492861.54,12.42,787,915847.02,Low,4706870,3.54
BUS-07672,Business_7672,Retail,9808058.15,2264052.7,76.92,411,8127.42,High,3283964,3.85
BUS-07673,Business_7673,Retail,26573117.61,2291687.17,91.38,326,2694013.14,High,1461205,2.16
BUS-07674,Business_7674,Manufacturing,5654827.15,4437002.64,21.54,344,1410686.14,High,644736,4.58
BUS-07675,Business_7675,Technology,49603848.68,3004636.11,93.94,325,11608488.17,High,3344502,4.5
BUS-07676,Business_7676,Retail,5991400.23,3323266.91,44.53,825,848081.34,Low,3808768,2.93
BUS-07677,Business_7677,Retail,26224376.47,16823957.3,35.85,787,4596047.4,Low,216205,2.3
BUS-07678,Business_7678,Healthcare,23528964.21,3624528.19,84.6,526,3921303.28,Medium,4488073,3.34
BUS-07679,Business_7679,Education,44163268.05,27730879.46,37.21,772,12814961.56,Low,4346038,4.15
BUS-07680,Business_7680,Finance,49925760.57,29265963.84,41.38,583,9970887.33,Medium,364507,1.08
BUS-07681,Business_7681,Manufacturing,6512732.91,4872418.15,25.19,691,1601706.84,Medium,1210404,3.75
BUS-07682,Business_7682,Education,30938173.67,4692681.96,84.83,605,8867058.52,Medium,1295427,3.01
BUS-07683,Business_7683,Technology,34257813.37,10338647.45,69.82,808,7249834.88,Low,3024720,3.88
BUS-07684,Business_7684,Technology,18849091.38,4407548.82,76.62,480,5334224.43,High,2577738,3.74
BUS-07685,Business_7685,Real Estate,9063957.07,5073861.41,44.02,378,2549828.81,High,773775,3.53
BUS-07686,Business_7686,Retail,44157513.09,30899195.63,30.03,833,3983213.64,Low,683560,2.45
BUS-07687,Business_7687,Manufacturing,12374735.21,5709127.75,53.86,745,1504443.79,Low,3122530,2.01
BUS-07688,Business_7688,Education,28667619.89,12170230.57,57.55,789,2254880.76,Low,1280837,2.14
BUS-07689,Business_7689,Education,16258863.83,4780594.51,70.6,376,2505624.0,High,2720731,1.02
BUS-07690,Business_7690,Real Estate,18678475.34,5902895.03,68.4,762,4504784.13,Low,2717474,1.16
BUS-07691,Business_7691,Education,38666273.57,14867621.63,61.55,835,4921949.59,Low,2413321,2.46
BUS-07692,Business_7692,Education,44310092.56,38618394.88,12.85,327,3737320.57,High,560124,1.03
BUS-07693,Business_7693,Manufacturing,31105309.4,8121484.44,73.89,429,4291872.87,High,730232,4.61
BUS-07694,Business_7694,Manufacturing,44895252.86,11189119.89,75.08,767,5051407.31,Low,333744,3.76
BUS-07695,Business_7695,Real Estate,44931741.66,19008937.81,57.69,696,7549425.05,Medium,2989315,2.35
BUS-07696,Business_7696,Manufacturing,30230756.48,19084127.33,36.87,739,3905206.58,Low,2397091,2.7
BUS-07697,Business_7697,Education,47865180.55,13354354.24,72.1,588,6813096.43,Medium,54772,1.91
BUS-07698,Business_7698,Technology,7494366.7,2387920.8,68.14,657,1738517.81,Medium,380083,3.83
BUS-07699,Business_7699,Education,33363363.36,22165557.45,33.56,836,6551404.32,Low,2558452,4.66
BUS-07700,Business_7700,Finance,3819569.03,351375.63,90.8,813,1117647.25,Low,851708,3.84
BUS-07701,Business_7701,Education,4618503.49,3536004.52,23.44,450,1004515.36,High,2928710,2.63
BUS-07702,Business_7702,Healthcare,44839412.05,16337213.67,63.57,777,5040805.28,Low,1652806,2.23
BUS-07703,Business_7703,Technology,35825101.13,19521300.57,45.51,635,4746868.62,Medium,2568257,3.13
BUS-07704,Business_7704,Healthcare,46114208.5,3461944.59,92.49,545,4401871.26,Medium,239747,2.91
BUS-07705,Business_7705,Real Estate,4659877.92,2336551.79,49.86,802,227266.33,Low,4286325,4.55
BUS-07706,Business_7706,Real Estate,47573504.85,1174894.54,97.53,501,1005786.28,Medium,1180935,3.67
BUS-07707,Business_7707,Real Estate,42746866.37,22577221.54,47.18,791,2956642.14,Low,4725552,1.83
BUS-07708,Business_7708,Real Estate,45457729.55,38773291.23,14.7,621,1079189.05,Medium,4439903,1.96
BUS-07709,Business_7709,Retail,6205349.83,3027478.84,51.21,599,1669319.39,Medium,1041389,2.48
BUS-07710,Business_7710,Retail,25483032.02,11881266.4,53.38,757,6983366.35,Low,1199289,3.42
BUS-07711,Business_7711,Manufacturing,6998648.09,6081699.21,13.1,637,2049933.83,Medium,929375,1.78
BUS-07712,Business_7712,Healthcare,27422596.99,2208099.44,91.95,562,6616016.79,Medium,825909,3.84
BUS-07713,Business_7713,Retail,32456210.03,18033346.11,44.44,716,4251204.24,Low,2999317,4.43
BUS-07714,Business_7714,Real Estate,41478098.41,7680881.17,81.48,687,9400833.98,Medium,2137158,4.63
BUS-07715,Business_7715,Technology,37444429.15,23809208.4,36.41,673,2040298.79,Medium,3443284,3.93
BUS-07716,Business_7716,Manufacturing,4477790.95,3264595.42,27.09,410,459255.91,High,139162,4.22
BUS-07717,Business_7717,Finance,1253188.15,302665.1,75.85,360,202413.54,High,171883,2.95
BUS-07718,Business_7718,Education,21495474.75,8390609.33,60.97,679,1585903.72,Medium,4816861,2.75
BUS-07719,Business_7719,Healthcare,45154804.29,951776.84,97.89,416,2986802.1,High,593273,2.64
BUS-07720,Business_7720,Finance,18157646.57,16049577.54,11.61,472,4010237.19,High,1879831,1.42
BUS-07721,Business_7721,Retail,1188855.63,889963.82,25.14,488,90970.4,High,3463345,4.98
BUS-07722,Business_7722,Finance,872798.47,528339.91,39.47,786,238810.38,Low,4192535,4.21
BUS-07723,Business_7723,Technology,20008612.96,15124302.83,24.41,406,4663094.65,High,360259,1.56
BUS-07724,Business_7724,Retail,12609472.4,10394123.91,17.57,627,1776486.64,Medium,941035,3.23
BUS-07725,Business_7725,Technology,3242251.22,2251352.84,30.56,477,26583.72,High,367610,2.77
BUS-07726,Business_7726,Education,48584208.29,30544655.58,37.13,753,5051547.1,Low,2011162,4.35
BUS-07727,Business_7727,Finance,37438864.11,8362027.38,77.66,774,4761473.48,Low,930871,1.19
BUS-07728,Business_7728,Retail,30376753.32,2520754.61,91.7,777,2523180.31,Low,4950882,4.03
BUS-07729,Business_7729,Healthcare,21377784.55,16974891.34,20.6,672,1228656.89,Medium,3707099,4.42
BUS-07730,Business_7730,Healthcare,4132635.34,481022.94,88.36,477,864592.36,High,3587316,3.54
BUS-07731,Business_7731,Manufacturing,11645501.11,349031.12,97.0,667,820417.65,Medium,3453787,4.54
BUS-07732,Business_7732,Real Estate,7328430.04,5886140.89,19.68,781,644800.31,Low,818390,3.02
BUS-07733,Business_7733,Healthcare,8209889.37,5667211.01,30.97,357,2112587.83,High,1003734,2.69
BUS-07734,Business_7734,Education,13485334.8,7176589.65,46.78,580,3842399.56,Medium,4664785,4.29
BUS-07735,Business_7735,Retail,31465456.09,27230146.24,13.46,499,4764581.22,High,2491558,2.34
BUS-07736,Business_7736,Finance,23826149.38,15567989.05,34.66,466,3184648.91,High,3724915,4.43
BUS-07737,Business_7737,Technology,32186166.58,841778.47,97.38,364,244986.07,High,126268,4.68
BUS-07738,Business_7738,Manufacturing,39025454.31,30632237.41,21.51,346,5836710.73,High,2974095,2.6
BUS-07739,Business_7739,Finance,43957676.85,19830350.43,54.89,637,11606863.32,Medium,4426609,3.41
BUS-07740,Business_7740,Healthcare,4117931.32,1038162.09,74.79,577,638662.83,Medium,2431625,4.63
BUS-07741,Business_7741,Technology,13579458.26,3101278.62,77.16,702,408938.02,Low,1773900,2.46
BUS-07742,Business_7742,Technology,2429933.27,642184.22,73.57,473,458123.0,High,4108111,2.5
BUS-07743,Business_7743,Education,49510738.69,10574303.32,78.64,371,7738868.16,High,1409430,1.21
BUS-07744,Business_7744,Healthcare,14162313.61,8936189.96,36.9,471,192682.53,High,3845852,2.09
BUS-07745,Business_7745,Real Estate,3383837.89,447550.62,86.77,705,311382.75,Low,444493,4.54
BUS-07746,Business_7746,Finance,10886685.6,3804257.15,65.06,738,2576674.48,Low,1522286,1.83
BUS-07747,Business_7747,Education,26003609.13,2293942.21,91.18,328,5261191.22,High,2305603,3.21
BUS-07748,Business_7748,Education,17702866.74,1193214.78,93.26,518,4708195.9,Medium,2280624,1.51
BUS-07749,Business_7749,Manufacturing,5184289.92,855230.53,83.5,744,57269.31,Low,1558258,3.23
BUS-07750,Business_7750,Real Estate,10786758.58,8407286.16,22.06,726,1513461.3,Low,3428046,4.55
BUS-07751,Business_7751,Technology,37621496.87,30927714.78,17.79,825,10711552.59,Low,2314286,3.78
BUS-07752,Business_7752,Finance,16177446.61,7859357.85,51.42,677,3310930.95,Medium,4135656,2.29
BUS-07753,Business_7753,Finance,1019058.88,244405.59,76.02,527,239496.7,Medium,1439237,3.94
BUS-07754,Business_7754,Manufacturing,4415943.51,2656916.62,39.83,683,126637.19,Medium,1358994,2.02
